,game_date,home_team,away_team,city,distance_from_last_location_home_team,distance_from_last_location_away_team
32677,2013-06-21,SLN,TEX,St. Louis,2048.454010383616,1092.9069898924142
32678,2013-06-21,WAS,COL,Washington,0.0,1024.1284492754244
32679,2013-06-22,ANA,PIT,Anaheim,3032.264703350556,3420.7088882311346
32680,2013-06-22,CLE,MIN,Cleveland,305.26178960405156,1015.0435346030048
32681,2013-06-22,DET,BOS,Detroit,874.4497225862725,775.3066655539809
32682,2013-06-22,KCA,CHA,Kansas City,664.9567606340247,664.9567606340247
32683,2013-06-22,NYA,TBA,New York,0.0,6896.363111635772
32684,2013-06-22,SEA,OAK,Seattle,1088.5959671863218,1088.5959671863218
32685,2013-06-22,TOR,BAL,Toronto,0.0,6864.0681511021585
32686,2013-06-22,ARI,CIN,Phoenix,0.0,2543.8372888924696
32687,2013-06-22,CHN,HOU,Chicago,660.0111716557741,1514.002429684974
32688,2013-06-22,MIL,ATL,Milwaukee,0.0,1075.7017562557248
32689,2013-06-22,PHI,NYN,Philadelphia,1071.8284253498955,129.60181091014726
32690,2013-06-22,SDN,LAN,San Diego,3915.39807350928,179.0589265853951
32691,2013-06-22,SFN,MIA,San Francisco,559.3369112665672,3928.21923483228
32692,2013-06-22,SLN,TEX,St. Louis,2048.454010383616,1092.9069898924142
32693,2013-06-22,WAS,COL,Washington,0.0,1024.1284492754244
32694,2013-06-23,ANA,PIT,Anaheim,3032.264703350556,3420.7088882311346
32695,2013-06-23,CLE,MIN,Cleveland,305.26178960405156,1015.0435346030048
32696,2013-06-23,DET,BOS,Detroit,874.4497225862725,775.3066655539809
32697,2013-06-23,KCA,CHA,Kansas City,664.9567606340247,664.9567606340247
32698,2013-06-23,NYA,TBA,New York,0.0,6896.363111635772
32699,2013-06-23,SEA,OAK,Seattle,1088.5959671863218,1088.5959671863218
32700,2013-06-23,TOR,BAL,Toronto,0.0,6864.0681511021585
32701,2013-06-23,ARI,CIN,Phoenix,0.0,2543.8372888924696
32702,2013-06-23,CHN,HOU,Chicago,660.0111716557741,1514.002429684974
32703,2013-06-23,MIL,ATL,Milwaukee,0.0,1075.7017562557248
32704,2013-06-23,PHI,NYN,Philadelphia,1071.8284253498955,129.60181091014726
32705,2013-06-23,SDN,LAN,San Diego,3915.39807350928,179.0589265853951
32706,2013-06-23,SFN,MIA,San Francisco,559.3369112665672,3928.21923483228
32707,2013-06-23,SLN,TEX,St. Louis,2048.454010383616,1092.9069898924142
32708,2013-06-23,WAS,COL,Washington,0.0,1024.1284492754244
32709,2013-06-24,BAL,CLE,Baltimore,7149.567186517731,536.9665792494985
32710,2013-06-24,TBA,TOR,St. Petersburg,0.0,6864.0681511021585
32711,2013-06-24,LAN,SFN,Los Angeles,0.0,0.0
32712,2013-06-24,SDN,PHI,San Diego,3915.39807350928,3043.8850912547364
32713,2013-06-25,BAL,CLE,Baltimore,7149.567186517731,536.9665792494985
32714,2013-06-25,BOS,COL,Boston,306.0865217705733,1381.4518530154946
32715,2013-06-25,CHA,NYN,Chicago,0.0,1146.7355698523086
32716,2013-06-25,DET,ANA,Detroit,874.4497225862725,379.46032692348916
32717,2013-06-25,HOU,SLN,Houston,0.0,1635.2565051761562
32718,2013-06-25,KCA,ATL,Kansas City,664.9567606340247,1088.5467922821717
32719,2013-06-25,NYA,TEX,New York,0.0,2283.4731891218285
32720,2013-06-25,OAK,CIN,Oakland,0.0,3275.2705503897528
32721,2013-06-25,SEA,PIT,Seattle,1088.5959671863218,3441.16834927279
32722,2013-06-25,TBA,TOR,St. Petersburg,0.0,6864.0681511021585
32723,2013-06-25,LAN,SFN,Los Angeles,0.0,0.0
32724,2013-06-25,MIA,MIN,Miami,1484.7952207347034,2432.0584526242806
32725,2013-06-25,MIL,CHN,Milwaukee,0.0,719.6245108451392
32726,2013-06-25,SDN,PHI,San Diego,3915.39807350928,3043.8850912547364
32727,2013-06-25,WAS,ARI,Washington,0.0,3189.409657079458
32728,2013-06-26,BAL,CLE,Baltimore,7149.567186517731,536.9665792494985
32729,2013-06-26,BOS,COL,Boston,306.0865217705733,1381.4518530154946
32730,2013-06-26,CHA,NYN,Chicago,0.0,1146.7355698523086
32731,2013-06-26,DET,ANA,Detroit,874.4497225862725,379.46032692348916
32732,2013-06-26,HOU,SLN,Houston,0.0,1635.2565051761562
32733,2013-06-26,KCA,ATL,Kansas City,664.9567606340247,1088.5467922821717
32734,2013-06-26,NYA,TEX,New York,0.0,2283.4731891218285
32735,2013-06-26,OAK,CIN,Oakland,0.0,3275.2705503897528
32736,2013-06-26,SEA,PIT,Seattle,1088.5959671863218,3441.16834927279
32737,2013-06-26,TBA,TOR,St. Petersburg,0.0,6864.0681511021585
32738,2013-06-26,LAN,SFN,Los Angeles,0.0,0.0
32739,2013-06-26,MIA,MIN,Miami,1484.7952207347034,2432.0584526242806
32740,2013-06-26,MIL,CHN,Milwaukee,0.0,719.6245108451392
32741,2013-06-26,SDN,PHI,San Diego,3915.39807350928,3043.8850912547364
32742,2013-06-26,WAS,ARI,Washington,0.0,3189.409657079458
32743,2013-06-27,BAL,CLE,Baltimore,7149.567186517731,536.9665792494985
32744,2013-06-27,BOS,TOR,Boston,306.0865217705733,693.4793147463248
32745,2013-06-27,DET,ANA,Detroit,874.4497225862725,379.46032692348916
32746,2013-06-27,MIN,KCA,Minneapolis,0.0,571.9581870978088
32747,2013-06-27,NYA,TEX,New York,0.0,2283.4731891218285
32748,2013-06-27,COL,NYN,Denver,1470.4268083250124,2625.182512547208
32749,2013-06-27,LAN,PHI,Los Angeles,0.0,3116.7441599966605
32750,2013-06-27,MIL,CHN,Milwaukee,0.0,719.6245108451392
32751,2013-06-27,WAS,ARI,Washington,0.0,3189.409657079458
32752,2013-06-28,BAL,NYA,Baltimore,7149.567186517731,272.73605892878385
32753,2013-06-28,BOS,TOR,Boston,306.0865217705733,693.4793147463248
32754,2013-06-28,CHA,CLE,Chicago,0.0,702.4693684489885
32755,2013-06-28,CHA,CLE,Chicago,0.0,702.4693684489885
32756,2013-06-28,HOU,ANA,Houston,0.0,1436.4350581751028
32757,2013-06-28,MIN,KCA,Minneapolis,0.0,571.9581870978088
32758,2013-06-28,OAK,SLN,Oakland,0.0,1041.6638382813173
32759,2013-06-28,SEA,CHN,Seattle,1088.5959671863218,3441.16834927279
32760,2013-06-28,TBA,DET,St. Petersburg,0.0,7290.366266978277
32761,2013-06-28,TEX,CIN,Arlington,369.27131612542723,1336.3729217274802
32762,2013-06-28,ATL,ARI,Atlanta,0.0,2561.969410841943
32763,2013-06-28,COL,SFN,Denver,1470.4268083250124,1337.6087960080174
32764,2013-06-28,LAN,PHI,Los Angeles,0.0,3116.7441599966605
32765,2013-06-28,MIA,SDN,Miami,1484.7952207347034,1753.0763004355238
32766,2013-06-28,NYN,WAS,New York,0.0,328.7275182917685
32767,2013-06-28,PIT,MIL,Pittsburgh,0.0,719.6245108451392
32768,2013-06-29,BAL,NYA,Baltimore,7149.567186517731,272.73605892878385
32769,2013-06-29,BOS,TOR,Boston,306.0865217705733,693.4793147463248
32770,2013-06-29,CHA,CLE,Chicago,0.0,702.4693684489885
32771,2013-06-29,HOU,ANA,Houston,0.0,1436.4350581751028
32772,2013-06-29,MIN,KCA,Minneapolis,0.0,571.9581870978088
32773,2013-06-29,OAK,SLN,Oakland,0.0,1041.6638382813173
32774,2013-06-29,SEA,CHN,Seattle,1088.5959671863218,3441.16834927279
32775,2013-06-29,TBA,DET,St. Petersburg,0.0,7290.366266978277
32776,2013-06-29,TEX,CIN,Arlington,369.27131612542723,1336.3729217274802
32777,2013-06-29,ATL,ARI,Atlanta,0.0,2561.969410841943
32778,2013-06-29,COL,SFN,Denver,1470.4268083250124,1337.6087960080174
32779,2013-06-29,LAN,PHI,Los Angeles,0.0,3116.7441599966605
32780,2013-06-29,MIA,SDN,Miami,1484.7952207347034,1753.0763004355238
32781,2013-06-29,NYN,WAS,New York,0.0,328.7275182917685
32782,2013-06-29,PIT,MIL,Pittsburgh,0.0,719.6245108451392
32783,2013-06-30,BAL,NYA,Baltimore,7149.567186517731,272.73605892878385
32784,2013-06-30,BOS,TOR,Boston,306.0865217705733,693.4793147463248
32785,2013-06-30,CHA,CLE,Chicago,0.0,702.4693684489885
32786,2013-06-30,HOU,ANA,Houston,0.0,1436.4350581751028
32787,2013-06-30,MIN,KCA,Minneapolis,0.0,571.9581870978088
32788,2013-06-30,OAK,SLN,Oakland,0.0,1041.6638382813173
32789,2013-06-30,SEA,CHN,Seattle,1088.5959671863218,3441.16834927279
32790,2013-06-30,TBA,DET,St. Petersburg,0.0,7290.366266978277
32791,2013-06-30,TEX,CIN,Arlington,369.27131612542723,1336.3729217274802
32792,2013-06-30,ATL,ARI,Atlanta,0.0,2561.969410841943
32793,2013-06-30,COL,SFN,Denver,1470.4268083250124,1337.6087960080174
32794,2013-06-30,LAN,PHI,Los Angeles,0.0,3116.7441599966605
32795,2013-06-30,MIA,SDN,Miami,1484.7952207347034,1753.0763004355238
32796,2013-06-30,NYN,WAS,New York,0.0,328.7275182917685
32797,2013-06-30,PIT,MIL,Pittsburgh,0.0,719.6245108451392
32798,2013-07-01,HOU,TBA,Houston,0.0,8892.103297294694
32799,2013-07-01,MIN,NYA,Minneapolis,0.0,1639.5596537580507
32800,2013-07-01,TOR,DET,Toronto,0.0,1115.7884411086127
32801,2013-07-01,CIN,SFN,Cincinnati,0.0,3052.3320812157895
32802,2013-07-01,MIA,SDN,Miami,1484.7952207347034,1753.0763004355238
32803,2013-07-01,NYN,ARI,New York,0.0,3450.9483903126825
32804,2013-07-01,WAS,MIL,Washington,0.0,1024.1284492754244
32805,2013-07-02,ANA,SLN,Anaheim,3032.264703350556,543.1773620854805
32806,2013-07-02,BOS,SDN,Boston,306.0865217705733,306.0865217705733
32807,2013-07-02,CHA,BAL,Chicago,0.0,7378.266309972806
32808,2013-07-02,HOU,TBA,Houston,0.0,8892.103297294694
32809,2013-07-02,KCA,CLE,Kansas City,664.9567606340247,1365.4101499105916
32810,2013-07-02,MIN,NYA,Minneapolis,0.0,1639.5596537580507
32811,2013-07-02,OAK,CHN,Oakland,0.0,3633.1120988016346
32812,2013-07-02,TEX,SEA,Arlington,369.27131612542723,2349.8221185767593
32813,2013-07-02,TOR,DET,Toronto,0.0,1115.7884411086127
32814,2013-07-02,ATL,MIA,Atlanta,0.0,872.4315734020432
32815,2013-07-02,CIN,SFN,Cincinnati,0.0,3052.3320812157895
32816,2013-07-02,COL,LAN,Denver,1470.4268083250124,1337.6087960080174
32817,2013-07-02,NYN,ARI,New York,0.0,3450.9483903126825
32818,2013-07-02,PIT,PHI,Pittsburgh,0.0,839.1684088950178
32819,2013-07-02,WAS,MIL,Washington,0.0,1024.1284492754244
32820,2013-07-03,ANA,SLN,Anaheim,3032.264703350556,543.1773620854805
32821,2013-07-03,BOS,SDN,Boston,306.0865217705733,306.0865217705733
32822,2013-07-03,CHA,BAL,Chicago,0.0,7378.266309972806
32823,2013-07-03,HOU,TBA,Houston,0.0,8892.103297294694
32824,2013-07-03,KCA,CLE,Kansas City,664.9567606340247,1365.4101499105916
32825,2013-07-03,MIN,NYA,Minneapolis,0.0,1639.5596537580507
32826,2013-07-03,OAK,CHN,Oakland,0.0,3633.1120988016346
32827,2013-07-03,TEX,SEA,Arlington,369.27131612542723,2349.8221185767593
32828,2013-07-03,TOR,DET,Toronto,0.0,1115.7884411086127
32829,2013-07-03,ATL,MIA,Atlanta,0.0,872.4315734020432
32830,2013-07-03,CIN,SFN,Cincinnati,0.0,3052.3320812157895
32831,2013-07-03,COL,LAN,Denver,1470.4268083250124,1337.6087960080174
32832,2013-07-03,NYN,ARI,New York,0.0,3450.9483903126825
32833,2013-07-03,PIT,PHI,Pittsburgh,0.0,839.1684088950178
32834,2013-07-03,WAS,MIL,Washington,0.0,1024.1284492754244
32835,2013-07-04,ANA,SLN,Anaheim,3032.264703350556,543.1773620854805
32836,2013-07-04,BOS,SDN,Boston,306.0865217705733,306.0865217705733
32837,2013-07-04,CHA,BAL,Chicago,0.0,7378.266309972806
32838,2013-07-04,HOU,TBA,Houston,0.0,8892.103297294694
32839,2013-07-04,KCA,CLE,Kansas City,664.9567606340247,1365.4101499105916
32840,2013-07-04,MIN,NYA,Minneapolis,0.0,1639.5596537580507
32841,2013-07-04,OAK,CHN,Oakland,0.0,3633.1120988016346
32842,2013-07-04,TEX,SEA,Arlington,369.27131612542723,2349.8221185767593
32843,2013-07-04,TOR,DET,Toronto,0.0,1115.7884411086127
32844,2013-07-04,ATL,MIA,Atlanta,0.0,872.4315734020432
32845,2013-07-04,COL,LAN,Denver,1470.4268083250124,1337.6087960080174
32846,2013-07-04,NYN,ARI,New York,0.0,3450.9483903126825
32847,2013-07-04,PIT,PHI,Pittsburgh,0.0,839.1684088950178
32848,2013-07-04,WAS,MIL,Washington,0.0,1024.1284492754244
32849,2013-07-05,ANA,BOS,Anaheim,3032.264703350556,3926.295550369479
32850,2013-07-05,CLE,DET,Cleveland,305.26178960405156,1015.0435346030048
32851,2013-07-05,KCA,OAK,Kansas City,664.9567606340247,2412.2688714295277
32852,2013-07-05,NYA,BAL,New York,0.0,6896.363111635772
32853,2013-07-05,TBA,CHA,St. Petersburg,0.0,7378.266309972806
32854,2013-07-05,TEX,HOU,Arlington,369.27131612542723,369.27131612542723
32855,2013-07-05,TOR,MIN,Toronto,0.0,1115.7884411086127
32856,2013-07-05,ARI,COL,Phoenix,0.0,2355.2363219055746
32857,2013-07-05,CHN,PIT,Chicago,660.0111716557741,660.0111716557741
32858,2013-07-05,CIN,SEA,Cincinnati,0.0,3275.2705503897528
32859,2013-07-05,MIL,NYN,Milwaukee,0.0,1182.2074673412023
32860,2013-07-05,PHI,ATL,Philadelphia,1071.8284253498955,1071.8284253498955
32861,2013-07-05,SFN,LAN,San Francisco,559.3369112665672,559.3369112665672
32862,2013-07-05,SLN,MIA,St. Louis,2048.454010383616,1142.7340122452858
32863,2013-07-05,WAS,SDN,Washington,0.0,328.7275182917685
32864,2013-07-06,ANA,BOS,Anaheim,3032.264703350556,3926.295550369479
32865,2013-07-06,CLE,DET,Cleveland,305.26178960405156,1015.0435346030048
32866,2013-07-06,KCA,OAK,Kansas City,664.9567606340247,2412.2688714295277
32867,2013-07-06,NYA,BAL,New York,0.0,6896.363111635772
32868,2013-07-06,TBA,CHA,St. Petersburg,0.0,7378.266309972806
32869,2013-07-06,TEX,HOU,Arlington,369.27131612542723,369.27131612542723
32870,2013-07-06,TOR,MIN,Toronto,0.0,1115.7884411086127
32871,2013-07-06,ARI,COL,Phoenix,0.0,2355.2363219055746
32872,2013-07-06,CHN,PIT,Chicago,660.0111716557741,660.0111716557741
32873,2013-07-06,CIN,SEA,Cincinnati,0.0,3275.2705503897528
32874,2013-07-06,MIL,NYN,Milwaukee,0.0,1182.2074673412023
32875,2013-07-06,PHI,ATL,Philadelphia,1071.8284253498955,1071.8284253498955
32876,2013-07-06,SFN,LAN,San Francisco,559.3369112665672,559.3369112665672
32877,2013-07-06,SLN,MIA,St. Louis,2048.454010383616,1142.7340122452858
32878,2013-07-06,WAS,SDN,Washington,0.0,328.7275182917685
32879,2013-07-07,ANA,BOS,Anaheim,3032.264703350556,3926.295550369479
32880,2013-07-07,CLE,DET,Cleveland,305.26178960405156,1015.0435346030048
32881,2013-07-07,KCA,OAK,Kansas City,664.9567606340247,2412.2688714295277
32882,2013-07-07,NYA,BAL,New York,0.0,6896.363111635772
32883,2013-07-07,TBA,CHA,St. Petersburg,0.0,7378.266309972806
32884,2013-07-07,TEX,HOU,Arlington,369.27131612542723,369.27131612542723
32885,2013-07-07,TOR,MIN,Toronto,0.0,1115.7884411086127
32886,2013-07-07,ARI,COL,Phoenix,0.0,2355.2363219055746
32887,2013-07-07,CHN,PIT,Chicago,660.0111716557741,660.0111716557741
32888,2013-07-07,CIN,SEA,Cincinnati,0.0,3275.2705503897528
32889,2013-07-07,MIL,NYN,Milwaukee,0.0,1182.2074673412023
32890,2013-07-07,PHI,ATL,Philadelphia,1071.8284253498955,1071.8284253498955
32891,2013-07-07,SFN,LAN,San Francisco,559.3369112665672,559.3369112665672
32892,2013-07-07,SLN,MIA,St. Louis,2048.454010383616,1142.7340122452858
32893,2013-07-07,WAS,SDN,Washington,0.0,328.7275182917685
32894,2013-07-08,BAL,TEX,Baltimore,7149.567186517731,2014.6088944980265
32895,2013-07-08,CHA,CHN,Chicago,0.0,660.0111716557741
32896,2013-07-08,CLE,DET,Cleveland,305.26178960405156,1015.0435346030048
32897,2013-07-08,NYA,KCA,New York,0.0,1146.7355698523086
32898,2013-07-08,SEA,BOS,Seattle,1088.5959671863218,3875.494807273756
32899,2013-07-08,TBA,MIN,St. Petersburg,0.0,7290.366266978277
32900,2013-07-08,ARI,LAN,Phoenix,0.0,575.3824785733822
32901,2013-07-08,MIA,ATL,Miami,1484.7952207347034,972.4494372160073
32902,2013-07-08,MIL,CIN,Milwaukee,0.0,522.3574047614876
32903,2013-07-08,PHI,WAS,Philadelphia,1071.8284253498955,199.49308590361917
32904,2013-07-08,PIT,OAK,Pittsburgh,0.0,3633.1120988016346
32905,2013-07-08,SDN,COL,San Diego,3915.39807350928,2797.1600259564802
32906,2013-07-08,SFN,NYN,San Francisco,559.3369112665672,4139.030509038558
32907,2013-07-09,BAL,TEX,Baltimore,7149.567186517731,2014.6088944980265
32908,2013-07-09,CLE,TOR,Cleveland,305.26178960405156,305.26178960405156
32909,2013-07-09,DET,CHA,Detroit,874.4497225862725,381.9811596314157
32910,2013-07-09,NYA,KCA,New York,0.0,1146.7355698523086
32911,2013-07-09,SEA,BOS,Seattle,1088.5959671863218,3875.494807273756
32912,2013-07-09,TBA,MIN,St. Petersburg,0.0,7290.366266978277
32913,2013-07-09,ARI,LAN,Phoenix,0.0,575.3824785733822
32914,2013-07-09,CHN,ANA,Chicago,660.0111716557741,405.5294155055259
32915,2013-07-09,MIA,ATL,Miami,1484.7952207347034,972.4494372160073
32916,2013-07-09,MIL,CIN,Milwaukee,0.0,522.3574047614876
32917,2013-07-09,PHI,WAS,Philadelphia,1071.8284253498955,199.49308590361917
32918,2013-07-09,PIT,OAK,Pittsburgh,0.0,3633.1120988016346
32919,2013-07-09,SDN,COL,San Diego,3915.39807350928,2797.1600259564802
32920,2013-07-09,SFN,NYN,San Francisco,559.3369112665672,4139.030509038558
32921,2013-07-09,SLN,HOU,St. Louis,2048.454010383616,1092.9069898924142
32922,2013-07-10,BAL,TEX,Baltimore,7149.567186517731,2014.6088944980265
32923,2013-07-10,CLE,TOR,Cleveland,305.26178960405156,305.26178960405156
32924,2013-07-10,DET,CHA,Detroit,874.4497225862725,381.9811596314157
32925,2013-07-10,NYA,KCA,New York,0.0,1146.7355698523086
32926,2013-07-10,SEA,BOS,Seattle,1088.5959671863218,3875.494807273756
32927,2013-07-10,TBA,MIN,St. Petersburg,0.0,7290.366266978277
32928,2013-07-10,ARI,LAN,Phoenix,0.0,575.3824785733822
32929,2013-07-10,CHN,ANA,Chicago,660.0111716557741,405.5294155055259
32930,2013-07-10,MIA,ATL,Miami,1484.7952207347034,972.4494372160073
32931,2013-07-10,MIL,CIN,Milwaukee,0.0,522.3574047614876
32932,2013-07-10,PHI,WAS,Philadelphia,1071.8284253498955,199.49308590361917
32933,2013-07-10,PIT,OAK,Pittsburgh,0.0,3633.1120988016346
32934,2013-07-10,SDN,COL,San Diego,3915.39807350928,2797.1600259564802
32935,2013-07-10,SFN,NYN,San Francisco,559.3369112665672,4139.030509038558
32936,2013-07-10,SLN,HOU,St. Louis,2048.454010383616,1092.9069898924142
32937,2013-07-11,BAL,TEX,Baltimore,7149.567186517731,2014.6088944980265
32938,2013-07-11,CLE,TOR,Cleveland,305.26178960405156,305.26178960405156
32939,2013-07-11,DET,CHA,Detroit,874.4497225862725,381.9811596314157
32940,2013-07-11,NYA,KCA,New York,0.0,1146.7355698523086
32941,2013-07-11,SEA,BOS,Seattle,1088.5959671863218,3875.494807273756
32942,2013-07-11,TBA,MIN,St. Petersburg,0.0,7290.366266978277
32943,2013-07-11,ARI,MIL,Phoenix,0.0,2355.2363219055746
32944,2013-07-11,ATL,CIN,Atlanta,0.0,594.0482509708418
32945,2013-07-11,CHN,SLN,Chicago,660.0111716557741,2340.6634690553337
32946,2013-07-11,LAN,COL,Los Angeles,0.0,2806.2662667390473
32947,2013-07-11,PHI,WAS,Philadelphia,1071.8284253498955,199.49308590361917
32948,2013-07-11,SDN,SFN,San Diego,3915.39807350928,179.0589265853951
32949,2013-07-12,BAL,TOR,Baltimore,7149.567186517731,536.9665792494985
32950,2013-07-12,CLE,KCA,Cleveland,305.26178960405156,495.424383058328
32951,2013-07-12,DET,TEX,Detroit,874.4497225862725,1778.8860484343656
32952,2013-07-12,NYA,MIN,New York,0.0,1639.5596537580507
32953,2013-07-12,OAK,BOS,Oakland,0.0,4125.771095207903
32954,2013-07-12,SEA,ANA,Seattle,1088.5959671863218,3172.6536799497744
32955,2013-07-12,TBA,HOU,St. Petersburg,0.0,8892.103297294694
32956,2013-07-12,ARI,MIL,Phoenix,0.0,2355.2363219055746
32957,2013-07-12,ATL,CIN,Atlanta,0.0,594.0482509708418
32958,2013-07-12,CHN,SLN,Chicago,660.0111716557741,2340.6634690553337
32959,2013-07-12,LAN,COL,Los Angeles,0.0,2806.2662667390473
32960,2013-07-12,MIA,WAS,Miami,1484.7952207347034,1484.7952207347034
32961,2013-07-12,PIT,NYN,Pittsburgh,0.0,507.4685719603499
32962,2013-07-12,SDN,SFN,San Diego,3915.39807350928,179.0589265853951
32963,2013-07-13,BAL,TOR,Baltimore,7149.567186517731,536.9665792494985
32964,2013-07-13,CLE,KCA,Cleveland,305.26178960405156,495.424383058328
32965,2013-07-13,DET,TEX,Detroit,874.4497225862725,1778.8860484343656
32966,2013-07-13,NYA,MIN,New York,0.0,1639.5596537580507
32967,2013-07-13,OAK,BOS,Oakland,0.0,4125.771095207903
32968,2013-07-13,SEA,ANA,Seattle,1088.5959671863218,3172.6536799497744
32969,2013-07-13,TBA,HOU,St. Petersburg,0.0,8892.103297294694
32970,2013-07-13,ARI,MIL,Phoenix,0.0,2355.2363219055746
32971,2013-07-13,ATL,CIN,Atlanta,0.0,594.0482509708418
32972,2013-07-13,CHN,SLN,Chicago,660.0111716557741,2340.6634690553337
32973,2013-07-13,LAN,COL,Los Angeles,0.0,2806.2662667390473
32974,2013-07-13,MIA,WAS,Miami,1484.7952207347034,1484.7952207347034
32975,2013-07-13,PHI,CHA,Philadelphia,1071.8284253498955,1070.2277353308973
32976,2013-07-13,PHI,CHA,Philadelphia,1071.8284253498955,1070.2277353308973
32977,2013-07-13,PIT,NYN,Pittsburgh,0.0,507.4685719603499
32978,2013-07-13,SDN,SFN,San Diego,3915.39807350928,179.0589265853951
32979,2013-07-14,BAL,TOR,Baltimore,7149.567186517731,536.9665792494985
32980,2013-07-14,CLE,KCA,Cleveland,305.26178960405156,495.424383058328
32981,2013-07-14,DET,TEX,Detroit,874.4497225862725,1778.8860484343656
32982,2013-07-14,NYA,MIN,New York,0.0,1639.5596537580507
32983,2013-07-14,OAK,BOS,Oakland,0.0,4125.771095207903
32984,2013-07-14,SEA,ANA,Seattle,1088.5959671863218,3172.6536799497744
32985,2013-07-14,TBA,HOU,St. Petersburg,0.0,8892.103297294694
32986,2013-07-14,ARI,MIL,Phoenix,0.0,2355.2363219055746
32987,2013-07-14,ATL,CIN,Atlanta,0.0,594.0482509708418
32988,2013-07-14,CHN,SLN,Chicago,660.0111716557741,2340.6634690553337
32989,2013-07-14,LAN,COL,Los Angeles,0.0,2806.2662667390473
32990,2013-07-14,MIA,WAS,Miami,1484.7952207347034,1484.7952207347034
32991,2013-07-14,PHI,CHA,Philadelphia,1071.8284253498955,1070.2277353308973
32992,2013-07-14,PIT,NYN,Pittsburgh,0.0,507.4685719603499
32993,2013-07-14,SDN,SFN,San Diego,3915.39807350928,179.0589265853951
32994,2013-07-19,ANA,OAK,Anaheim,3032.264703350556,590.7929464473488
32995,2013-07-19,BOS,NYA,Boston,306.0865217705733,306.0865217705733
32996,2013-07-19,CHA,ATL,Chicago,0.0,945.6790244705923
32997,2013-07-19,HOU,SEA,Houston,0.0,2635.498135377761
32998,2013-07-19,KCA,DET,Kansas City,664.9567606340247,661.7636302695871
32999,2013-07-19,MIN,CLE,Minneapolis,0.0,1115.7884411086127
33000,2013-07-19,TEX,BAL,Arlington,369.27131612542723,8659.376167766673
33001,2013-07-19,TOR,TBA,Toronto,0.0,6864.0681511021585
33002,2013-07-19,CIN,PIT,Cincinnati,0.0,414.99520785227077
33003,2013-07-19,COL,CHN,Denver,1470.4268083250124,2125.888569544526
33004,2013-07-19,MIL,MIA,Milwaukee,0.0,1024.1284492754244
33005,2013-07-19,NYN,PHI,New York,0.0,1201.1574660257609
33006,2013-07-19,SFN,ARI,San Francisco,559.3369112665672,1052.42576183561
33007,2013-07-19,SLN,SDN,St. Louis,2048.454010383616,1405.7827860344305
33008,2013-07-19,WAS,LAN,Washington,0.0,3700.1706744216353
33009,2013-07-20,ANA,OAK,Anaheim,3032.264703350556,590.7929464473488
33010,2013-07-20,BOS,NYA,Boston,306.0865217705733,306.0865217705733
33011,2013-07-20,CHA,ATL,Chicago,0.0,945.6790244705923
33012,2013-07-20,HOU,SEA,Houston,0.0,2635.498135377761
33013,2013-07-20,KCA,DET,Kansas City,664.9567606340247,661.7636302695871
33014,2013-07-20,MIN,CLE,Minneapolis,0.0,1115.7884411086127
33015,2013-07-20,TEX,BAL,Arlington,369.27131612542723,8659.376167766673
33016,2013-07-20,TOR,TBA,Toronto,0.0,6864.0681511021585
33017,2013-07-20,CIN,PIT,Cincinnati,0.0,414.99520785227077
33018,2013-07-20,COL,CHN,Denver,1470.4268083250124,2125.888569544526
33019,2013-07-20,MIL,MIA,Milwaukee,0.0,1024.1284492754244
33020,2013-07-20,NYN,PHI,New York,0.0,1201.1574660257609
33021,2013-07-20,SFN,ARI,San Francisco,559.3369112665672,1052.42576183561
33022,2013-07-20,SLN,SDN,St. Louis,2048.454010383616,1405.7827860344305
33023,2013-07-20,WAS,LAN,Washington,0.0,3700.1706744216353
33024,2013-07-21,ANA,OAK,Anaheim,3032.264703350556,590.7929464473488
33025,2013-07-21,BOS,NYA,Boston,306.0865217705733,306.0865217705733
33026,2013-07-21,CHA,ATL,Chicago,0.0,945.6790244705923
33027,2013-07-21,HOU,SEA,Houston,0.0,2635.498135377761
33028,2013-07-21,KCA,DET,Kansas City,664.9567606340247,661.7636302695871
33029,2013-07-21,MIN,CLE,Minneapolis,0.0,1115.7884411086127
33030,2013-07-21,TEX,BAL,Arlington,369.27131612542723,8659.376167766673
33031,2013-07-21,TOR,TBA,Toronto,0.0,6864.0681511021585
33032,2013-07-21,CIN,PIT,Cincinnati,0.0,414.99520785227077
33033,2013-07-21,COL,CHN,Denver,1470.4268083250124,2125.888569544526
33034,2013-07-21,MIL,MIA,Milwaukee,0.0,1024.1284492754244
33035,2013-07-21,NYN,PHI,New York,0.0,1201.1574660257609
33036,2013-07-21,SFN,ARI,San Francisco,559.3369112665672,1052.42576183561
33037,2013-07-21,SLN,SDN,St. Louis,2048.454010383616,1405.7827860344305
33038,2013-07-21,WAS,LAN,Washington,0.0,3700.1706744216353
33039,2013-07-22,ANA,MIN,Anaheim,3032.264703350556,2442.3606921895343
33040,2013-07-22,BOS,TBA,Boston,306.0865217705733,6607.42959841644
33041,2013-07-22,CHA,DET,Chicago,0.0,571.9581870978088
33042,2013-07-22,HOU,OAK,Houston,0.0,2635.498135377761
33043,2013-07-22,KCA,BAL,Kansas City,664.9567606340247,7922.845523019674
33044,2013-07-22,SEA,CLE,Seattle,1088.5959671863218,3334.1735367384895
