,game_date,home_team,away_team,city,distance_from_last_location_home_team,distance_from_last_location_away_team
12281,2005-04-15,TEX,TOR,Arlington,1938.5131194406656,8659.376167766673
12282,2005-04-15,CIN,HOU,Cincinnati,0.0,1436.4350581751028
12283,2005-04-15,COL,SFN,Denver,0.0,1528.4904261451145
12284,2005-04-15,LAN,SDN,Los Angeles,559.3369112665672,1337.6087960080174
12285,2005-04-15,MIL,SLN,Milwaukee,719.6245108451392,1615.8496357371607
12286,2005-04-15,NYN,FLO,New York,915.4415067782049,1753.0763004355238
12287,2005-04-15,PHI,ATL,Philadelphia,0.0,1640.6391021580625
12288,2005-04-15,PIT,CHN,Pittsburgh,0.0,2943.488746966535
12289,2005-04-16,BAL,NYA,Baltimore,0.0,272.73605892878385
12290,2005-04-16,BOS,TBA,Boston,306.0865217705733,6607.42959841644
12291,2005-04-16,CHA,SEA,Chicago,0.0,2796.4910207211624
12292,2005-04-16,CLE,MIN,Cleveland,495.424383058328,3260.188257755617
12293,2005-04-16,KCA,DET,Kansas City,1037.2899349470083,1037.2899349470083
12294,2005-04-16,OAK,ANA,Oakland,3941.189395311595,590.7929464473488
12295,2005-04-16,TEX,TOR,Arlington,1938.5131194406656,8659.376167766673
12296,2005-04-16,CIN,HOU,Cincinnati,0.0,1436.4350581751028
12297,2005-04-16,COL,SFN,Denver,0.0,1528.4904261451145
12298,2005-04-16,LAN,SDN,Los Angeles,559.3369112665672,1337.6087960080174
12299,2005-04-16,MIL,SLN,Milwaukee,719.6245108451392,1615.8496357371607
12300,2005-04-16,NYN,FLO,New York,915.4415067782049,1753.0763004355238
12301,2005-04-16,PHI,ATL,Philadelphia,0.0,1640.6391021580625
12302,2005-04-16,PIT,CHN,Pittsburgh,0.0,2943.488746966535
12303,2005-04-16,WAS,ARI,Washington,199.49308590361917,3189.409657079458
12304,2005-04-17,BAL,NYA,Baltimore,0.0,272.73605892878385
12305,2005-04-17,BOS,TBA,Boston,306.0865217705733,6607.42959841644
12306,2005-04-17,CHA,SEA,Chicago,0.0,2796.4910207211624
12307,2005-04-17,CLE,MIN,Cleveland,495.424383058328,3260.188257755617
12308,2005-04-17,KCA,DET,Kansas City,1037.2899349470083,1037.2899349470083
12309,2005-04-17,OAK,ANA,Oakland,3941.189395311595,590.7929464473488
12310,2005-04-17,TEX,TOR,Arlington,1938.5131194406656,8659.376167766673
12311,2005-04-17,CIN,HOU,Cincinnati,0.0,1436.4350581751028
12312,2005-04-17,COL,SFN,Denver,0.0,1528.4904261451145
12313,2005-04-17,LAN,SDN,Los Angeles,559.3369112665672,1337.6087960080174
12314,2005-04-17,MIL,SLN,Milwaukee,719.6245108451392,1615.8496357371607
12315,2005-04-17,NYN,FLO,New York,915.4415067782049,1753.0763004355238
12316,2005-04-17,PHI,ATL,Philadelphia,0.0,1640.6391021580625
12317,2005-04-17,PIT,CHN,Pittsburgh,0.0,2943.488746966535
12318,2005-04-17,WAS,ARI,Washington,199.49308590361917,3189.409657079458
12319,2005-04-18,ANA,SEA,Anaheim,0.0,1573.258911092884
12320,2005-04-18,BAL,DET,Baltimore,0.0,639.1710360761112
12321,2005-04-18,BOS,TOR,Boston,306.0865217705733,6607.42959841644
12322,2005-04-18,CHA,MIN,Chicago,0.0,2796.4910207211624
12323,2005-04-18,KCA,CLE,Kansas City,1037.2899349470083,664.9567606340247
12324,2005-04-18,NYA,TBA,New York,0.0,6896.363111635772
12325,2005-04-18,TEX,OAK,Arlington,1938.5131194406656,1980.102843370817
12326,2005-04-18,CIN,CHN,Cincinnati,0.0,2543.8372888924696
12327,2005-04-18,COL,ARI,Denver,0.0,942.6026077710117
12328,2005-04-18,HOU,ATL,Houston,0.0,1558.128829923413
12329,2005-04-18,MIL,LAN,Milwaukee,719.6245108451392,2964.094396230098
12330,2005-04-18,PHI,NYN,Philadelphia,0.0,808.9772041838952
12331,2005-04-18,PIT,SLN,Pittsburgh,0.0,1830.9507633957282
12332,2005-04-18,SDN,SFN,San Diego,1341.7345000813878,737.4617928295488
12333,2005-04-18,WAS,FLO,Washington,199.49308590361917,1484.7952207347034
12334,2005-04-19,ANA,SEA,Anaheim,0.0,1573.258911092884
12335,2005-04-19,BAL,DET,Baltimore,0.0,639.1710360761112
12336,2005-04-19,BOS,TOR,Boston,306.0865217705733,6607.42959841644
12337,2005-04-19,CHA,MIN,Chicago,0.0,2796.4910207211624
12338,2005-04-19,KCA,CLE,Kansas City,1037.2899349470083,664.9567606340247
12339,2005-04-19,NYA,TBA,New York,0.0,6896.363111635772
12340,2005-04-19,TEX,OAK,Arlington,1938.5131194406656,1980.102843370817
12341,2005-04-19,CIN,CHN,Cincinnati,0.0,2543.8372888924696
12342,2005-04-19,COL,ARI,Denver,0.0,942.6026077710117
12343,2005-04-19,HOU,ATL,Houston,0.0,1558.128829923413
12344,2005-04-19,MIL,LAN,Milwaukee,719.6245108451392,2964.094396230098
12345,2005-04-19,PHI,NYN,Philadelphia,0.0,808.9772041838952
12346,2005-04-19,PIT,SLN,Pittsburgh,0.0,1830.9507633957282
12347,2005-04-19,SDN,SFN,San Diego,1341.7345000813878,737.4617928295488
12348,2005-04-19,WAS,FLO,Washington,199.49308590361917,1484.7952207347034
12349,2005-04-20,ANA,CLE,Anaheim,0.0,2793.736054665992
12350,2005-04-20,BAL,BOS,Baltimore,0.0,272.73605892878385
12351,2005-04-20,DET,CHA,Detroit,0.0,381.9811596314157
12352,2005-04-20,MIN,KCA,Minneapolis,2245.1635914971234,874.4497225862725
12353,2005-04-20,SEA,OAK,Seattle,0.0,3756.165388391585
12354,2005-04-20,TBA,TEX,St. Petersburg,0.0,9205.096125674738
12355,2005-04-20,TOR,NYA,Toronto,6864.0681511021585,551.2472669034609
12356,2005-04-20,CIN,PIT,Cincinnati,0.0,414.99520785227077
12357,2005-04-20,FLO,NYN,Miami,0.0,1532.1956817089242
12358,2005-04-20,HOU,MIL,Houston,0.0,1830.9507633957282
12359,2005-04-20,PHI,COL,Philadelphia,0.0,2540.375385747813
12360,2005-04-20,SDN,LAN,San Diego,1341.7345000813878,737.4617928295488
12361,2005-04-20,SFN,ARI,San Francisco,0.0,1052.42576183561
12362,2005-04-20,SLN,CHN,St. Louis,1092.9069898924142,2048.454010383616
12363,2005-04-20,WAS,ATL,Washington,199.49308590361917,1484.7952207347034
12364,2005-04-21,ANA,CLE,Anaheim,0.0,2793.736054665992
12365,2005-04-21,BAL,BOS,Baltimore,0.0,272.73605892878385
12366,2005-04-21,DET,CHA,Detroit,0.0,381.9811596314157
12367,2005-04-21,MIN,KCA,Minneapolis,2245.1635914971234,874.4497225862725
12368,2005-04-21,SEA,OAK,Seattle,0.0,3756.165388391585
12369,2005-04-21,TBA,TEX,St. Petersburg,0.0,9205.096125674738
12370,2005-04-21,TOR,NYA,Toronto,6864.0681511021585,551.2472669034609
12371,2005-04-21,CIN,PIT,Cincinnati,0.0,414.99520785227077
12372,2005-04-21,FLO,NYN,Miami,0.0,1532.1956817089242
12373,2005-04-21,HOU,MIL,Houston,0.0,1830.9507633957282
12374,2005-04-21,PHI,COL,Philadelphia,0.0,2540.375385747813
12375,2005-04-21,SDN,LAN,San Diego,1341.7345000813878,737.4617928295488
12376,2005-04-21,SFN,ARI,San Francisco,0.0,1052.42576183561
12377,2005-04-21,SLN,CHN,St. Louis,1092.9069898924142,2048.454010383616
12378,2005-04-21,WAS,ATL,Washington,199.49308590361917,1484.7952207347034
12379,2005-04-22,ANA,OAK,Anaheim,0.0,3713.824667460991
12380,2005-04-22,DET,MIN,Detroit,0.0,3119.28311679125
12381,2005-04-22,KCA,CHA,Kansas City,1037.2899349470083,664.9567606340247
12382,2005-04-22,NYA,TEX,New York,0.0,3926.295550369479
12383,2005-04-22,SEA,CLE,Seattle,0.0,2796.4910207211624
12384,2005-04-22,TBA,BOS,St. Petersburg,0.0,6896.363111635772
12385,2005-04-22,TOR,BAL,Toronto,6864.0681511021585,536.9665792494985
12386,2005-04-22,ARI,SDN,Phoenix,0.0,942.6026077710117
12387,2005-04-22,ATL,PHI,Atlanta,972.4494372160073,1071.8284253498955
12388,2005-04-22,COL,LAN,Denver,0.0,1528.4904261451145
12389,2005-04-22,FLO,CIN,Miami,0.0,1532.1956817089242
12390,2005-04-22,NYN,WAS,New York,915.4415067782049,129.60181091014726
12391,2005-04-22,SFN,MIL,San Francisco,0.0,3646.425321692664
12392,2005-04-22,SLN,HOU,St. Louis,1092.9069898924142,1092.9069898924142
12393,2005-04-23,ANA,OAK,Anaheim,0.0,3713.824667460991
12394,2005-04-23,KCA,CHA,Kansas City,1037.2899349470083,664.9567606340247
12395,2005-04-23,NYA,TEX,New York,0.0,3926.295550369479
12396,2005-04-23,SEA,CLE,Seattle,0.0,2796.4910207211624
12397,2005-04-23,TBA,BOS,St. Petersburg,0.0,6896.363111635772
12398,2005-04-23,TOR,BAL,Toronto,6864.0681511021585,536.9665792494985
12399,2005-04-23,ARI,SDN,Phoenix,0.0,942.6026077710117
12400,2005-04-23,ATL,PHI,Atlanta,972.4494372160073,1071.8284253498955
12401,2005-04-23,CHN,PIT,Chicago,2340.6634690553337,660.0111716557741
12402,2005-04-23,COL,LAN,Denver,0.0,1528.4904261451145
12403,2005-04-23,FLO,CIN,Miami,0.0,1532.1956817089242
12404,2005-04-23,NYN,WAS,New York,915.4415067782049,129.60181091014726
12405,2005-04-23,SFN,MIL,San Francisco,0.0,3646.425321692664
12406,2005-04-23,SLN,HOU,St. Louis,1092.9069898924142,1092.9069898924142
12407,2005-04-24,ANA,OAK,Anaheim,0.0,3713.824667460991
12408,2005-04-24,KCA,CHA,Kansas City,1037.2899349470083,664.9567606340247
12409,2005-04-24,NYA,TEX,New York,0.0,3926.295550369479
12410,2005-04-24,SEA,CLE,Seattle,0.0,2796.4910207211624
12411,2005-04-24,TBA,BOS,St. Petersburg,0.0,6896.363111635772
12412,2005-04-24,TOR,BAL,Toronto,6864.0681511021585,536.9665792494985
12413,2005-04-24,ARI,SDN,Phoenix,0.0,942.6026077710117
12414,2005-04-24,ATL,PHI,Atlanta,972.4494372160073,1071.8284253498955
12415,2005-04-24,CHN,PIT,Chicago,2340.6634690553337,660.0111716557741
12416,2005-04-24,COL,LAN,Denver,0.0,1528.4904261451145
12417,2005-04-24,FLO,CIN,Miami,0.0,1532.1956817089242
12418,2005-04-24,NYN,WAS,New York,915.4415067782049,129.60181091014726
12419,2005-04-24,SFN,MIL,San Francisco,0.0,3646.425321692664
12420,2005-04-24,SLN,HOU,St. Louis,1092.9069898924142,1092.9069898924142
12421,2005-04-25,BOS,BAL,Boston,306.0865217705733,578.6208649386037
12422,2005-04-25,DET,MIN,Detroit,0.0,3119.28311679125
12423,2005-04-25,OAK,CHA,Oakland,3941.189395311595,2979.1608164587815
12424,2005-04-25,CHN,CIN,Chicago,2340.6634690553337,405.5294155055259
12425,2005-04-25,LAN,ARI,Los Angeles,559.3369112665672,575.3824785733822
12426,2005-04-25,NYN,ATL,New York,915.4415067782049,1753.0763004355238
12427,2005-04-25,PIT,HOU,Pittsburgh,0.0,1830.9507633957282
12428,2005-04-25,SFN,SDN,San Francisco,0.0,1528.4904261451145
12429,2005-04-25,WAS,PHI,Washington,199.49308590361917,199.49308590361917
12430,2005-04-26,BOS,BAL,Boston,306.0865217705733,578.6208649386037
12431,2005-04-26,KCA,MIN,Kansas City,1037.2899349470083,2423.5598623823344
12432,2005-04-26,NYA,ANA,New York,0.0,3926.295550369479
12433,2005-04-26,OAK,CHA,Oakland,3941.189395311595,2979.1608164587815
12434,2005-04-26,TEX,SEA,Arlington,1938.5131194406656,2688.6517471925995
12435,2005-04-26,TOR,TBA,Toronto,6864.0681511021585,6864.0681511021585
12436,2005-04-26,CHN,CIN,Chicago,2340.6634690553337,405.5294155055259
12437,2005-04-26,COL,FLO,Denver,0.0,2776.7820342267296
12438,2005-04-26,LAN,ARI,Los Angeles,559.3369112665672,575.3824785733822
12439,2005-04-26,NYN,ATL,New York,915.4415067782049,1753.0763004355238
12440,2005-04-26,SFN,SDN,San Francisco,0.0,1528.4904261451145
12441,2005-04-26,SLN,MIL,St. Louis,1092.9069898924142,899.2319813553898
12442,2005-04-26,WAS,PHI,Washington,199.49308590361917,199.49308590361917
12443,2005-04-27,CLE,DET,Cleveland,495.424383058328,145.37871700258734
12444,2005-04-27,KCA,MIN,Kansas City,1037.2899349470083,2423.5598623823344
12445,2005-04-27,NYA,ANA,New York,0.0,3926.295550369479
12446,2005-04-27,OAK,CHA,Oakland,3941.189395311595,2979.1608164587815
12447,2005-04-27,TEX,SEA,Arlington,1938.5131194406656,2688.6517471925995
12448,2005-04-27,TOR,TBA,Toronto,6864.0681511021585,6864.0681511021585
12449,2005-04-27,CHN,CIN,Chicago,2340.6634690553337,405.5294155055259
12450,2005-04-27,LAN,ARI,Los Angeles,559.3369112665672,575.3824785733822
12451,2005-04-27,NYN,ATL,New York,915.4415067782049,1753.0763004355238
12452,2005-04-27,PIT,HOU,Pittsburgh,0.0,1830.9507633957282
12453,2005-04-27,SFN,SDN,San Francisco,0.0,1528.4904261451145
12454,2005-04-27,SLN,MIL,St. Louis,1092.9069898924142,899.2319813553898
12455,2005-04-27,WAS,PHI,Washington,199.49308590361917,199.49308590361917
12456,2005-04-28,CLE,DET,Cleveland,495.424383058328,145.37871700258734
12457,2005-04-28,KCA,MIN,Kansas City,1037.2899349470083,2423.5598623823344
12458,2005-04-28,NYA,ANA,New York,0.0,3926.295550369479
12459,2005-04-28,TEX,SEA,Arlington,1938.5131194406656,2688.6517471925995
12460,2005-04-28,TOR,TBA,Toronto,6864.0681511021585,6864.0681511021585
12461,2005-04-28,SLN,MIL,St. Louis,1092.9069898924142,899.2319813553898
12462,2005-04-29,BAL,TBA,Baltimore,0.0,7149.567186517731
12463,2005-04-29,CHA,DET,Chicago,0.0,381.9811596314157
12464,2005-04-29,CLE,KCA,Cleveland,495.424383058328,145.37871700258734
12465,2005-04-29,MIN,ANA,Minneapolis,2245.1635914971234,2442.3606921895343
12466,2005-04-29,NYA,TOR,New York,0.0,6896.363111635772
12467,2005-04-29,OAK,SEA,Oakland,3941.189395311595,1088.5959671863218
12468,2005-04-29,TEX,BOS,Arlington,1938.5131194406656,2236.777011410713
12469,2005-04-29,ATL,SLN,Atlanta,972.4494372160073,1129.4213237241258
12470,2005-04-29,HOU,CHN,Houston,0.0,1635.2565051761562
12471,2005-04-29,LAN,COL,Los Angeles,559.3369112665672,1337.6087960080174
12472,2005-04-29,MIL,CIN,Milwaukee,719.6245108451392,522.3574047614876
12473,2005-04-29,PHI,FLO,Philadelphia,0.0,1640.6391021580625
12474,2005-04-29,PIT,SFN,Pittsburgh,0.0,3646.425321692664
12475,2005-04-29,SDN,ARI,San Diego,1341.7345000813878,481.91831795421524
12476,2005-04-29,WAS,NYN,Washington,199.49308590361917,647.8501040029961
12477,2005-04-30,BAL,TBA,Baltimore,0.0,7149.567186517731
12478,2005-04-30,CHA,DET,Chicago,0.0,381.9811596314157
12479,2005-04-30,CLE,KCA,Cleveland,495.424383058328,145.37871700258734
12480,2005-04-30,MIN,ANA,Minneapolis,2245.1635914971234,2442.3606921895343
12481,2005-04-30,NYA,TOR,New York,0.0,6896.363111635772
12482,2005-04-30,OAK,SEA,Oakland,3941.189395311595,1088.5959671863218
12483,2005-04-30,TEX,BOS,Arlington,1938.5131194406656,2236.777011410713
12484,2005-04-30,ATL,SLN,Atlanta,972.4494372160073,1129.4213237241258
12485,2005-04-30,HOU,CHN,Houston,0.0,1635.2565051761562
12486,2005-04-30,LAN,COL,Los Angeles,559.3369112665672,1337.6087960080174
12487,2005-04-30,MIL,CIN,Milwaukee,719.6245108451392,522.3574047614876
12488,2005-04-30,PHI,FLO,Philadelphia,0.0,1640.6391021580625
12489,2005-04-30,PIT,SFN,Pittsburgh,0.0,3646.425321692664
12490,2005-04-30,SDN,ARI,San Diego,1341.7345000813878,481.91831795421524
12491,2005-04-30,WAS,NYN,Washington,199.49308590361917,647.8501040029961
12492,2005-05-01,BAL,TBA,Baltimore,0.0,7149.567186517731
12493,2005-05-01,CHA,DET,Chicago,0.0,381.9811596314157
12494,2005-05-01,CLE,KCA,Cleveland,495.424383058328,145.37871700258734
12495,2005-05-01,MIN,ANA,Minneapolis,2245.1635914971234,2442.3606921895343
12496,2005-05-01,NYA,TOR,New York,0.0,6896.363111635772
12497,2005-05-01,OAK,SEA,Oakland,3941.189395311595,1088.5959671863218
12498,2005-05-01,TEX,BOS,Arlington,1938.5131194406656,2236.777011410713
12499,2005-05-01,ATL,SLN,Atlanta,972.4494372160073,1129.4213237241258
12500,2005-05-01,HOU,CHN,Houston,0.0,1635.2565051761562
12501,2005-05-01,LAN,COL,Los Angeles,559.3369112665672,1337.6087960080174
12502,2005-05-01,MIL,CIN,Milwaukee,719.6245108451392,522.3574047614876
12503,2005-05-01,PHI,FLO,Philadelphia,0.0,1640.6391021580625
12504,2005-05-01,PIT,SFN,Pittsburgh,0.0,3646.425321692664
12505,2005-05-01,SDN,ARI,San Diego,1341.7345000813878,481.91831795421524
12506,2005-05-01,WAS,NYN,Washington,199.49308590361917,647.8501040029961
12507,2005-05-02,BAL,TOR,Baltimore,0.0,7149.567186517731
12508,2005-05-02,DET,BOS,Detroit,0.0,775.3066655539809
12509,2005-05-02,OAK,TEX,Oakland,3941.189395311595,590.7929464473488
12510,2005-05-02,SEA,ANA,Seattle,0.0,1573.258911092884
12511,2005-05-02,TBA,NYA,St. Petersburg,0.0,6896.363111635772
12512,2005-05-02,ARI,SFN,Phoenix,0.0,1052.42576183561
12513,2005-05-02,CIN,SLN,Cincinnati,0.0,1436.4350581751028
12514,2005-05-02,HOU,PIT,Houston,0.0,1830.9507633957282
12515,2005-05-02,LAN,WAS,Los Angeles,559.3369112665672,3851.941412605929
12516,2005-05-02,NYN,PHI,New York,915.4415067782049,129.60181091014726
12517,2005-05-02,SDN,COL,San Diego,1341.7345000813878,1341.7345000813878
12518,2005-05-03,BAL,TOR,Baltimore,0.0,7149.567186517731
12519,2005-05-03,CHA,KCA,Chicago,0.0,381.9811596314157
12520,2005-05-03,DET,BOS,Detroit,0.0,775.3066655539809
12521,2005-05-03,MIN,CLE,Minneapolis,2245.1635914971234,571.9581870978088
12522,2005-05-03,OAK,TEX,Oakland,3941.189395311595,590.7929464473488
12523,2005-05-03,SEA,ANA,Seattle,0.0,1573.258911092884
12524,2005-05-03,TBA,NYA,St. Petersburg,0.0,6896.363111635772
12525,2005-05-03,ARI,SFN,Phoenix,0.0,1052.42576183561
12526,2005-05-03,ATL,FLO,Atlanta,972.4494372160073,972.4494372160073
12527,2005-05-03,CIN,SLN,Cincinnati,0.0,1436.4350581751028
12528,2005-05-03,HOU,PIT,Houston,0.0,1830.9507633957282
12529,2005-05-03,LAN,WAS,Los Angeles,559.3369112665672,3851.941412605929
12530,2005-05-03,MIL,CHN,Milwaukee,719.6245108451392,2355.2363219055746
12531,2005-05-03,NYN,PHI,New York,915.4415067782049,129.60181091014726
12532,2005-05-03,SDN,COL,San Diego,1341.7345000813878,1341.7345000813878
12533,2005-05-04,BAL,TOR,Baltimore,0.0,7149.567186517731
12534,2005-05-04,CHA,KCA,Chicago,0.0,381.9811596314157
12535,2005-05-04,DET,BOS,Detroit,0.0,775.3066655539809
12536,2005-05-04,MIN,CLE,Minneapolis,2245.1635914971234,571.9581870978088
12537,2005-05-04,OAK,TEX,Oakland,3941.189395311595,590.7929464473488
12538,2005-05-04,SEA,ANA,Seattle,0.0,1573.258911092884
12539,2005-05-04,TBA,NYA,St. Petersburg,0.0,6896.363111635772
12540,2005-05-04,ARI,SFN,Phoenix,0.0,1052.42576183561
12541,2005-05-04,ATL,FLO,Atlanta,972.4494372160073,972.4494372160073
12542,2005-05-04,CIN,SLN,Cincinnati,0.0,1436.4350581751028
12543,2005-05-04,HOU,PIT,Houston,0.0,1830.9507633957282
12544,2005-05-04,LAN,WAS,Los Angeles,559.3369112665672,3851.941412605929
12545,2005-05-04,MIL,CHN,Milwaukee,719.6245108451392,2355.2363219055746
12546,2005-05-04,NYN,PHI,New York,915.4415067782049,129.60181091014726
12547,2005-05-04,SDN,COL,San Diego,1341.7345000813878,1341.7345000813878
12548,2005-05-05,CHA,KCA,Chicago,0.0,381.9811596314157
12549,2005-05-05,DET,BOS,Detroit,0.0,775.3066655539809
12550,2005-05-05,MIN,CLE,Minneapolis,2245.1635914971234,571.9581870978088
12551,2005-05-05,TBA,NYA,St. Petersburg,0.0,6896.363111635772
12552,2005-05-05,ARI,PIT,Phoenix,0.0,2943.488746966535
12553,2005-05-05,ATL,HOU,Atlanta,972.4494372160073,1129.4213237241258
12554,2005-05-05,MIL,CHN,Milwaukee,719.6245108451392,2355.2363219055746
12555,2005-05-05,NYN,PHI,New York,915.4415067782049,129.60181091014726
12556,2005-05-05,SLN,SDN,St. Louis,1092.9069898924142,1282.6821196902445
12557,2005-05-06,ANA,DET,Anaheim,0.0,3175.703804799806
12558,2005-05-06,BAL,KCA,Baltimore,0.0,639.1710360761112
12559,2005-05-06,BOS,SEA,Boston,306.0865217705733,4010.9713255337056
12560,2005-05-06,NYA,OAK,New York,0.0,272.73605892878385
12561,2005-05-06,TBA,MIN,St. Petersburg,0.0,7822.324363042682
12562,2005-05-06,TEX,CLE,Arlington,1938.5131194406656,1315.6827805633404
12563,2005-05-06,TOR,CHA,Toronto,6864.0681511021585,702.4693684489885
12564,2005-05-06,ARI,PIT,Phoenix,0.0,2943.488746966535
12565,2005-05-06,ATL,HOU,Atlanta,972.4494372160073,1129.4213237241258
12566,2005-05-06,CHN,PHI,Chicago,2340.6634690553337,1070.2277353308973
12567,2005-05-06,CIN,LAN,Cincinnati,0.0,3288.645185953299
12568,2005-05-06,FLO,COL,Miami,0.0,2776.7820342267296
12569,2005-05-06,MIL,NYN,Milwaukee,719.6245108451392,522.3574047614876
12570,2005-05-06,SFN,WAS,San Francisco,0.0,4060.245975266465
12571,2005-05-06,SLN,SDN,St. Louis,1092.9069898924142,1282.6821196902445
12572,2005-05-07,ANA,DET,Anaheim,0.0,3175.703804799806
12573,2005-05-07,BAL,KCA,Baltimore,0.0,639.1710360761112
12574,2005-05-07,NYA,OAK,New York,0.0,272.73605892878385
12575,2005-05-07,TBA,MIN,St. Petersburg,0.0,7822.324363042682
12576,2005-05-07,TEX,CLE,Arlington,1938.5131194406656,1315.6827805633404
12577,2005-05-07,TOR,CHA,Toronto,6864.0681511021585,702.4693684489885
12578,2005-05-07,ARI,PIT,Phoenix,0.0,2943.488746966535
12579,2005-05-07,ATL,HOU,Atlanta,972.4494372160073,1129.4213237241258
12580,2005-05-07,CHN,PHI,Chicago,2340.6634690553337,1070.2277353308973
12581,2005-05-07,CIN,LAN,Cincinnati,0.0,3288.645185953299
12582,2005-05-07,FLO,COL,Miami,0.0,2776.7820342267296
12583,2005-05-07,MIL,NYN,Milwaukee,719.6245108451392,522.3574047614876
12584,2005-05-07,SFN,WAS,San Francisco,0.0,4060.245975266465
12585,2005-05-07,SLN,SDN,St. Louis,1092.9069898924142,1282.6821196902445
12586,2005-05-08,ANA,DET,Anaheim,0.0,3175.703804799806
12587,2005-05-08,BAL,KCA,Baltimore,0.0,639.1710360761112
12588,2005-05-08,BOS,SEA,Boston,306.0865217705733,4010.9713255337056
12589,2005-05-08,BOS,SEA,Boston,306.0865217705733,4010.9713255337056
12590,2005-05-08,NYA,OAK,New York,0.0,272.73605892878385
12591,2005-05-08,TBA,MIN,St. Petersburg,0.0,7822.324363042682
12592,2005-05-08,TEX,CLE,Arlington,1938.5131194406656,1315.6827805633404
12593,2005-05-08,TOR,CHA,Toronto,6864.0681511021585,702.4693684489885
12594,2005-05-08,ARI,PIT,Phoenix,0.0,2943.488746966535
12595,2005-05-08,ATL,HOU,Atlanta,972.4494372160073,1129.4213237241258
12596,2005-05-08,CHN,PHI,Chicago,2340.6634690553337,1070.2277353308973
12597,2005-05-08,CIN,LAN,Cincinnati,0.0,3288.645185953299
12598,2005-05-08,FLO,COL,Miami,0.0,2776.7820342267296
12599,2005-05-08,MIL,NYN,Milwaukee,719.6245108451392,522.3574047614876
12600,2005-05-08,SFN,WAS,San Francisco,0.0,4060.245975266465
12601,2005-05-08,SLN,SDN,St. Louis,1092.9069898924142,1282.6821196902445
12602,2005-05-09,ANA,CLE,Anaheim,0.0,2793.736054665992
12603,2005-05-09,BAL,MIN,Baltimore,0.0,3756.165388391585
12604,2005-05-09,BOS,OAK,Boston,306.0865217705733,578.6208649386037
12605,2005-05-09,NYA,SEA,New York,0.0,3875.494807273756
12606,2005-05-09,TBA,CHA,St. Petersburg,0.0,7378.266309972806
12607,2005-05-09,TEX,DET,Arlington,1938.5131194406656,1632.731820083063
12608,2005-05-09,TOR,KCA,Toronto,6864.0681511021585,332.8036156009211
12609,2005-05-09,ARI,WAS,Phoenix,0.0,3351.29798207518
12610,2005-05-09,CHN,NYN,Chicago,2340.6634690553337,405.5294155055259
12611,2005-05-09,CIN,SDN,Cincinnati,0.0,1760.4983271764347
12612,2005-05-09,COL,ATL,Denver,0.0,2776.7820342267296
12613,2005-05-09,FLO,HOU,Miami,0.0,1558.128829923413
12614,2005-05-09,MIL,PHI,Milwaukee,719.6245108451392,1117.7384467358481
12615,2005-05-09,SFN,PIT,San Francisco,0.0,3646.425321692664
12616,2005-05-09,SLN,LAN,St. Louis,1092.9069898924142,2809.9120276803174
12617,2005-05-10,ANA,CLE,Anaheim,0.0,2793.736054665992
12618,2005-05-10,BAL,MIN,Baltimore,0.0,3756.165388391585
12619,2005-05-10,BOS,OAK,Boston,306.0865217705733,578.6208649386037
12620,2005-05-10,NYA,SEA,New York,0.0,3875.494807273756
12621,2005-05-10,TBA,CHA,St. Petersburg,0.0,7378.266309972806
12622,2005-05-10,TEX,DET,Arlington,1938.5131194406656,1632.731820083063
12623,2005-05-10,TOR,KCA,Toronto,6864.0681511021585,332.8036156009211
12624,2005-05-10,ARI,WAS,Phoenix,0.0,3351.29798207518
12625,2005-05-10,CHN,NYN,Chicago,2340.6634690553337,405.5294155055259
12626,2005-05-10,CIN,SDN,Cincinnati,0.0,1760.4983271764347
12627,2005-05-10,COL,ATL,Denver,0.0,2776.7820342267296
12628,2005-05-10,FLO,HOU,Miami,0.0,1558.128829923413
12629,2005-05-10,MIL,PHI,Milwaukee,719.6245108451392,1117.7384467358481
12630,2005-05-10,SFN,PIT,San Francisco,0.0,3646.425321692664
12631,2005-05-10,SLN,LAN,St. Louis,1092.9069898924142,2809.9120276803174
12632,2005-05-11,ANA,CLE,Anaheim,0.0,2793.736054665992
12633,2005-05-11,BAL,MIN,Baltimore,0.0,3756.165388391585
12634,2005-05-11,BOS,OAK,Boston,306.0865217705733,578.6208649386037
12635,2005-05-11,NYA,SEA,New York,0.0,3875.494807273756
12636,2005-05-11,TBA,CHA,St. Petersburg,0.0,7378.266309972806
12637,2005-05-11,TEX,DET,Arlington,1938.5131194406656,1632.731820083063
12638,2005-05-11,TOR,KCA,Toronto,6864.0681511021585,332.8036156009211
12639,2005-05-11,ARI,WAS,Phoenix,0.0,3351.29798207518
12640,2005-05-11,CHN,NYN,Chicago,2340.6634690553337,405.5294155055259
12641,2005-05-11,CIN,SDN,Cincinnati,0.0,1760.4983271764347
12642,2005-05-11,COL,ATL,Denver,0.0,2776.7820342267296
12643,2005-05-11,FLO,HOU,Miami,0.0,1558.128829923413
12644,2005-05-11,MIL,PHI,Milwaukee,719.6245108451392,1117.7384467358481
12645,2005-05-11,SFN,PIT,San Francisco,0.0,3646.425321692664
12646,2005-05-11,SLN,LAN,St. Louis,1092.9069898924142,2809.9120276803174
12647,2005-05-12,CHA,BAL,Chicago,0.0,974.7987348037739
