,Unnamed: 0,game_date,home_team,away_team,is_day_game,home_score,away_score,venue,venue_name,city,state,home_pa,home_1b,home_2b,home_3b,home_hr,home_fo,home_so,home_bb,home_hbp,away_pa,away_1b,away_2b,away_3b,away_hr,away_fo,away_so,away_bb,away_hbp
1297,1297,20000713,LAN,ANA,False,4,3,LOS03,Dodger Stadium,Los Angeles,CA,36,7,1,0,1,21,6,0,0,45,4,2,1,1,18,11,8,0
1298,1298,20000713,SDN,SEA,True,2,1,SAN01,Qualcomm Stadium,San Diego,CA,37,5,1,0,0,21,7,2,1,42,4,1,0,0,20,9,7,1
1299,1299,20000713,SFN,OAK,False,4,2,SFO03,Oracle Park,San Francisco,CA,36,4,2,0,1,16,9,4,0,33,2,2,1,1,17,5,5,0
1300,1300,20000713,BAL,ATL,False,3,6,BAL12,Oriole Park at Camden Yards,Baltimore,MD,36,4,2,0,0,19,8,2,1,36,7,1,0,0,18,7,3,0
1301,1301,20000713,BOS,NYN,False,4,3,BOS07,Fenway Park,Boston,MA,37,5,2,0,1,16,11,1,1,39,5,2,0,1,15,11,5,0
1302,1302,20000713,CHA,SLN,False,5,13,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,48,8,2,0,4,18,7,9,0,39,8,1,1,1,18,7,3,0
1303,1303,20000713,CLE,PIT,False,4,3,CLE08,Progressive Field,Cleveland,OH,37,8,0,0,0,21,7,1,0,44,6,3,0,1,23,5,6,0
1304,1304,20000713,DET,HOU,False,8,2,DET05,Comerica Park,Detroit,MI,37,9,2,0,0,23,1,2,0,39,9,3,0,0,17,6,3,1
1305,1305,20000713,KCA,MIL,False,2,5,KAN06,Kauffman Stadium,Kansas City,MO,39,4,2,0,2,17,10,4,0,38,8,1,0,1,18,6,4,0
1306,1306,20000713,MIN,CHN,False,5,1,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,38,5,1,0,0,21,5,5,1,38,9,1,0,1,18,6,3,0
1307,1307,20000713,NYA,FLO,False,9,11,NYC16,Yankee Stadium I,New York,NY,45,8,4,0,2,20,6,4,1,47,8,3,0,1,19,8,8,0
1308,1308,20000713,TBA,MON,False,6,4,STP01,Tropicana Field,St. Petersburg,FL,36,5,1,0,2,20,6,2,0,39,11,2,0,1,12,11,2,0
1309,1309,20000713,TOR,PHI,False,5,8,TOR02,Rogers Centre,Toronto,ONT,40,4,5,0,2,21,5,3,0,35,2,1,0,4,24,1,3,0
1310,1310,20000714,ARI,TEX,False,6,1,PHO01,Chase Field,Phoenix,AZ,33,5,0,0,1,22,5,0,0,38,6,1,2,1,18,7,3,0
1311,1311,20000714,COL,CIN,False,2,9,DEN02,Coors Field,Denver,CO,46,8,3,2,1,22,4,6,0,37,4,0,0,1,26,2,4,0
1312,1312,20000714,LAN,ANA,False,3,5,LOS03,Dodger Stadium,Los Angeles,CA,38,6,3,0,2,18,7,2,0,31,0,0,1,2,23,3,2,0
1313,1313,20000714,SDN,SEA,False,5,7,SAN01,Qualcomm Stadium,San Diego,CA,39,7,2,0,3,19,7,1,0,39,5,1,1,2,19,9,2,0
1314,1314,20000714,SFN,OAK,False,4,2,SFO03,Oracle Park,San Francisco,CA,31,2,2,0,1,20,6,0,0,35,8,1,0,1,22,1,2,0
1315,1315,20000714,BAL,ATL,False,1,4,BAL12,Oriole Park at Camden Yards,Baltimore,MD,37,7,1,0,2,19,6,2,0,36,7,0,0,0,19,6,4,0
1316,1316,20000714,BOS,NYN,False,4,6,BOS07,Fenway Park,Boston,MA,37,8,1,0,3,21,4,0,0,43,10,2,0,0,19,7,4,1
1317,1317,20000714,CHA,SLN,False,4,9,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,47,8,0,1,2,21,6,6,3,34,7,0,0,1,22,2,2,0
1318,1318,20000714,CLE,PIT,False,9,3,CLE08,Progressive Field,Cleveland,OH,37,5,1,0,2,21,6,2,0,37,8,2,0,1,12,10,3,1
1319,1319,20000714,DET,HOU,False,4,9,DET05,Comerica Park,Detroit,MI,42,7,2,1,3,16,10,3,0,36,7,3,0,0,19,5,2,0
1320,1320,20000714,KCA,MIL,False,0,4,KAN06,Kauffman Stadium,Kansas City,MO,39,7,4,0,1,22,3,2,0,33,3,1,0,0,23,4,2,0
1321,1321,20000714,MIN,CHN,False,2,6,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,43,9,1,0,2,22,6,2,1,37,7,0,0,1,18,8,2,1
1322,1322,20000714,NYA,FLO,False,6,2,NYC16,Yankee Stadium I,New York,NY,36,3,3,0,1,20,6,3,0,36,5,1,0,3,17,6,4,0
1323,1323,20000714,TBA,MON,False,8,5,STP01,Tropicana Field,St. Petersburg,FL,37,7,3,1,1,20,3,2,0,39,5,5,0,1,18,4,6,0
1324,1324,20000714,TOR,PHI,False,3,2,TOR02,Rogers Centre,Toronto,ONT,37,4,2,0,0,20,7,4,0,39,9,3,0,1,18,5,2,1
1325,1325,20000715,ARI,TEX,True,5,6,PHO01,Chase Field,Phoenix,AZ,47,5,4,1,0,20,13,4,0,49,9,3,0,1,20,11,5,0
1326,1326,20000715,COL,CIN,True,4,7,DEN02,Coors Field,Denver,CO,41,6,4,0,2,20,5,3,1,39,5,1,1,1,22,4,4,1
1327,1327,20000715,LAN,ANA,True,2,6,LOS03,Dodger Stadium,Los Angeles,CA,46,6,3,0,1,21,6,9,0,36,3,2,0,1,25,2,3,0
1328,1328,20000715,SDN,SEA,False,4,1,SAN01,Qualcomm Stadium,San Diego,CA,31,1,3,0,0,17,7,3,0,31,4,1,1,0,14,9,2,0
1329,1329,20000715,SFN,OAK,True,2,6,SFO03,Oracle Park,San Francisco,CA,43,11,3,0,2,23,1,3,0,36,6,2,0,1,18,8,1,0
1330,1330,20000715,BAL,ATL,True,3,7,BAL12,Oriole Park at Camden Yards,Baltimore,MD,44,9,1,0,1,21,7,4,1,37,4,3,0,1,23,4,2,0
1331,1331,20000715,BOS,NYN,True,6,4,BOS07,Fenway Park,Boston,MA,37,6,3,0,1,20,5,2,0,35,6,2,0,1,20,3,2,1
1332,1332,20000715,CHA,SLN,False,15,7,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,45,10,1,0,2,17,8,5,2,47,8,6,0,1,16,8,6,2
1333,1333,20000715,CLE,PIT,True,6,4,CLE08,Progressive Field,Cleveland,OH,41,5,1,0,4,18,9,4,0,44,8,2,0,0,16,7,11,0
1334,1334,20000715,DET,HOU,True,11,6,DET05,Comerica Park,Detroit,MI,40,6,3,0,2,19,7,3,0,42,11,3,1,0,22,2,3,0
1335,1335,20000715,KCA,MIL,False,7,4,KAN06,Kauffman Stadium,Kansas City,MO,37,6,4,0,1,19,7,0,0,37,10,1,0,0,19,2,5,0
1336,1336,20000715,MIN,CHN,False,4,8,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,44,6,4,2,1,19,7,5,0,39,9,3,0,1,16,10,0,0
1337,1337,20000715,TBA,MON,True,1,4,STP01,Tropicana Field,St. Petersburg,FL,41,11,2,0,0,19,7,2,0,35,8,1,0,0,23,2,1,0
1338,1338,20000715,TOR,PHI,True,3,7,TOR02,Rogers Centre,Toronto,ONT,39,6,3,0,2,18,7,2,1,33,3,1,0,1,22,5,1,0
1339,1339,20000716,ARI,SEA,True,3,6,PHO01,Chase Field,Phoenix,AZ,41,4,3,1,1,19,6,7,0,37,6,1,1,0,21,6,2,0
1340,1340,20000716,LAN,PIT,False,7,3,LOS03,Dodger Stadium,Los Angeles,CA,38,5,0,0,2,21,6,4,0,39,7,1,0,0,19,4,8,0
1341,1341,20000716,SDN,ANA,True,6,5,SAN01,Qualcomm Stadium,San Diego,CA,45,8,2,2,1,19,10,3,0,46,5,3,0,3,19,9,6,1
1342,1342,20000716,SFN,TEX,True,6,4,SFO03,Oracle Park,San Francisco,CA,39,6,2,0,0,17,9,5,0,37,8,1,0,2,18,5,3,0
1343,1343,20000716,BAL,FLO,True,9,5,BAL12,Oriole Park at Camden Yards,Baltimore,MD,47,6,4,1,0,24,3,7,2,41,12,2,0,2,14,6,5,0
1344,1344,20000716,BOS,MON,True,5,2,BOS07,Fenway Park,Boston,MA,35,3,0,0,1,25,2,4,0,34,5,2,0,1,21,2,3,0
1345,1345,20000716,CHA,MIL,True,11,5,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,38,4,2,0,3,15,12,2,0,44,11,3,0,2,21,1,4,2
1346,1346,20000716,CLE,HOU,True,1,5,CLE08,Progressive Field,Cleveland,OH,41,7,0,0,2,17,8,6,1,37,6,0,0,1,18,8,4,0
1347,1347,20000716,DET,CIN,True,6,2,DET05,Comerica Park,Detroit,MI,41,7,3,0,0,23,4,3,1,36,4,5,0,1,16,7,3,0
1348,1348,20000716,KCA,CHN,False,7,10,KAN06,Kauffman Stadium,Kansas City,MO,42,7,0,1,2,22,3,7,0,45,12,1,0,1,20,6,5,0
1349,1349,20000716,MIN,SLN,True,5,2,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,36,5,1,0,0,18,9,2,1,36,8,1,1,0,17,6,2,1
1350,1350,20000716,NYA,PHI,True,9,8,NYC16,Yankee Stadium I,New York,NY,44,10,2,0,2,24,4,2,0,50,11,1,0,1,21,7,8,1
1351,1351,20000716,TBA,ATL,True,4,6,STP01,Tropicana Field,St. Petersburg,FL,39,4,1,0,3,19,8,4,0,36,0,4,0,1,19,8,4,0
1352,1352,20000716,TOR,NYN,True,7,3,TOR02,Rogers Centre,Toronto,ONT,41,8,0,1,1,19,8,4,0,36,6,0,0,2,14,8,6,0
1353,1353,20000717,ARI,SEA,False,7,0,PHO01,Chase Field,Phoenix,AZ,34,4,1,0,0,17,9,3,0,38,7,4,1,1,17,7,1,0
1354,1354,20000717,COL,OAK,True,10,11,DEN02,Coors Field,Denver,CO,46,5,6,0,2,21,5,7,0,41,6,2,0,4,24,2,3,0
1355,1355,20000717,COL,OAK,False,10,9,DEN02,Coors Field,Denver,CO,44,7,1,1,3,21,7,4,0,48,12,1,1,1,22,8,3,0
1356,1356,20000717,LAN,PIT,False,9,6,LOS03,Dodger Stadium,Los Angeles,CA,38,5,2,1,2,16,9,2,1,44,9,1,1,1,17,7,7,1
1357,1357,20000717,SDN,ANA,False,2,3,SAN01,Qualcomm Stadium,San Diego,CA,34,2,3,0,1,16,11,1,0,35,2,1,1,0,21,6,4,0
1358,1358,20000717,SFN,TEX,False,10,8,SFO03,Oracle Park,San Francisco,CA,40,6,5,0,1,18,8,2,0,44,6,4,0,3,23,1,7,0
1359,1359,20000717,BAL,FLO,False,5,3,BAL12,Oriole Park at Camden Yards,Baltimore,MD,34,6,2,0,0,24,2,0,0,31,6,0,0,2,18,3,2,0
1360,1360,20000717,BOS,MON,False,7,3,BOS07,Fenway Park,Boston,MA,38,5,1,0,1,16,12,3,0,42,6,1,0,2,17,7,8,1
1361,1361,20000717,CHA,MIL,False,11,2,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,36,0,3,0,1,22,5,5,0,41,9,2,0,2,13,8,7,0
1362,1362,20000717,CLE,HOU,False,8,6,CLE08,Progressive Field,Cleveland,OH,39,5,1,0,2,19,5,7,0,36,4,3,0,2,15,7,5,0
1363,1363,20000717,DET,CIN,False,3,1,DET05,Comerica Park,Detroit,MI,38,8,2,0,0,21,5,2,0,33,5,1,2,0,21,1,3,0
1364,1364,20000717,KCA,CHN,False,1,3,KAN06,Kauffman Stadium,Kansas City,MO,36,5,3,0,0,21,5,2,0,34,5,2,0,0,23,1,3,0
1365,1365,20000717,MIN,SLN,False,3,8,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,45,7,3,0,3,20,6,5,1,40,9,1,0,1,18,7,4,0
1366,1366,20000717,NYA,PHI,False,8,10,NYC16,Yankee Stadium I,New York,NY,39,5,1,0,3,20,7,2,1,46,7,3,0,2,21,5,8,0
1367,1367,20000717,TBA,ATL,False,8,6,STP01,Tropicana Field,St. Petersburg,FL,46,9,0,0,1,18,9,7,2,39,7,3,0,2,17,6,4,0
1368,1368,20000717,TOR,NYN,False,5,7,TOR02,Rogers Centre,Toronto,ONT,52,8,1,1,1,27,5,8,1,48,2,1,0,2,25,8,10,0
1369,1369,20000718,ARI,SEA,False,2,5,PHO01,Chase Field,Phoenix,AZ,41,9,2,0,0,22,4,4,0,33,6,0,0,0,20,5,2,0
1370,1370,20000718,COL,OAK,True,18,3,DEN02,Coors Field,Denver,CO,40,4,3,0,1,18,8,6,0,51,15,4,0,2,22,3,5,0
1371,1371,20000718,LAN,PIT,True,6,8,LOS03,Dodger Stadium,Los Angeles,CA,40,3,3,0,2,16,11,4,1,44,11,1,0,0,18,9,5,0
1372,1372,20000718,SDN,ANA,True,2,3,SAN01,Qualcomm Stadium,San Diego,CA,42,3,1,1,2,22,9,2,2,42,5,1,0,2,18,14,2,0
1373,1373,20000718,SFN,TEX,False,5,3,SFO03,Oracle Park,San Francisco,CA,38,9,2,0,0,19,6,2,0,35,6,3,0,1,15,10,0,0
1374,1374,20000718,BAL,FLO,False,0,7,BAL12,Oriole Park at Camden Yards,Baltimore,MD,40,9,2,0,2,22,4,1,0,34,6,2,0,0,21,5,0,0
1375,1375,20000718,BOS,MON,False,3,1,BOS07,Fenway Park,Boston,MA,36,3,2,1,0,15,12,3,0,33,6,3,0,0,18,5,1,0
1376,1376,20000718,CHA,MIL,False,7,5,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,IL,42,8,1,0,0,16,11,4,2,38,8,2,0,0,19,3,5,1
1377,1377,20000718,CLE,HOU,False,8,2,CLE08,Progressive Field,Cleveland,OH,38,8,2,0,1,17,7,3,0,40,5,1,0,2,19,5,8,0
1378,1378,20000718,DET,CIN,False,4,5,DET05,Comerica Park,Detroit,MI,39,12,2,0,1,19,4,1,0,40,7,3,0,0,20,6,3,1
1379,1379,20000718,KCA,CHN,False,12,4,KAN06,Kauffman Stadium,Kansas City,MO,36,7,0,0,1,20,6,2,0,47,9,8,0,3,19,3,5,0
1380,1380,20000718,MIN,SLN,False,3,2,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,33,9,0,0,0,16,6,1,1,31,5,2,0,0,15,4,5,0
1381,1381,20000718,NYA,PHI,False,3,1,NYC16,Yankee Stadium I,New York,NY,33,3,1,0,1,22,4,2,0,30,2,0,1,1,18,5,3,0
1382,1382,20000718,TBA,ATL,False,2,8,STP01,Tropicana Field,St. Petersburg,FL,39,7,2,0,1,23,3,0,3,35,4,2,0,1,19,6,1,2
1383,1383,20000718,TOR,NYN,False,7,11,TOR02,Rogers Centre,Toronto,ONT,43,7,2,0,3,18,6,7,0,43,2,8,1,2,24,3,3,0
1384,1384,20000719,ARI,SLN,False,4,3,PHO01,Chase Field,Phoenix,AZ,35,4,2,0,0,22,5,2,0,33,5,4,0,0,18,5,1,0
1385,1385,20000719,CHN,PHI,False,5,4,CHI11,Wrigley Field,Chicago,IL,38,7,0,0,2,18,7,3,1,38,6,1,1,2,16,8,4,0
1386,1386,20000719,HOU,CIN,False,0,4,HOU03,Minute Maid Park,Houston,TX,41,4,1,1,1,21,6,5,2,32,3,1,0,0,22,4,2,0
1387,1387,20000719,LAN,COL,False,9,1,LOS03,Dodger Stadium,Los Angeles,CA,32,1,0,0,0,18,10,3,0,38,3,5,0,1,17,7,5,0
1388,1388,20000719,MIL,PIT,False,6,0,MIL05,County Stadium,Milwaukee,WI,33,5,0,0,0,20,4,4,0,37,4,1,0,0,10,14,8,0
1389,1389,20000719,MON,NYN,False,3,5,MON02,Stade Olympique,Montreal,QUE,43,8,1,1,1,20,6,5,1,41,7,1,1,0,19,7,6,0
1390,1390,20000719,SFN,SDN,False,3,4,SFO03,Oracle Park,San Francisco,CA,42,11,2,0,0,20,8,1,0,39,6,3,0,1,24,3,2,0
1391,1391,20000719,ANA,TEX,False,2,3,ANA01,Angel Stadium of Anaheim,Anaheim,CA,37,8,1,0,1,22,2,3,0,38,11,1,0,1,17,6,2,0
1392,1392,20000719,CLE,KCA,False,5,10,CLE08,Progressive Field,Cleveland,OH,43,9,0,0,3,21,6,4,0,42,9,1,0,3,26,1,2,0
1393,1393,20000719,MIN,CHA,False,2,3,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,36,7,1,0,1,22,5,0,0,39,5,2,1,0,21,7,2,1
1394,1394,20000719,NYA,DET,False,9,1,NYC16,Yankee Stadium I,New York,NY,33,5,0,0,1,15,11,1,0,39,6,2,1,2,14,9,4,1
1395,1395,20000719,OAK,SEA,False,3,6,OAK01,Oakland-Alameda County Coliseum,Oakland,CA,44,6,4,0,0,18,9,6,1,34,5,0,0,2,17,9,1,0
1396,1396,20000719,TOR,TBA,False,5,2,TOR02,Rogers Centre,Toronto,ONT,31,1,0,0,1,16,9,4,0,35,6,2,0,1,20,3,3,0
1397,1397,20000720,ARI,SLN,True,3,2,PHO01,Chase Field,Phoenix,AZ,33,3,2,0,1,15,11,1,0,28,2,0,0,2,14,9,1,0
1398,1398,20000720,CHN,PHI,True,2,3,CHI11,Wrigley Field,Chicago,IL,36,2,2,0,2,19,8,3,0,39,6,0,0,2,19,8,4,0
1399,1399,20000720,FLO,ATL,True,3,5,MIA01,Sun Life Stadium,Miami,FL,38,4,4,0,1,21,3,5,0,37,7,3,0,0,20,6,1,0
1400,1400,20000720,FLO,ATL,False,6,1,MIA01,Sun Life Stadium,Miami,FL,35,2,1,0,0,19,8,3,2,35,2,3,0,3,16,7,4,0
1401,1401,20000720,HOU,CIN,False,6,2,HOU03,Minute Maid Park,Houston,TX,36,3,5,0,0,18,8,2,0,39,5,2,0,1,15,8,7,1
1402,1402,20000720,LAN,COL,False,6,3,LOS03,Dodger Stadium,Los Angeles,CA,38,3,1,0,1,20,6,6,1,35,6,2,0,2,19,2,4,0
1403,1403,20000720,MIL,PIT,True,2,9,MIL05,County Stadium,Milwaukee,WI,43,7,3,0,2,19,7,5,0,34,3,0,1,1,21,5,3,0
1404,1404,20000720,MON,NYN,True,4,1,MON02,Stade Olympique,Montreal,QUE,34,7,0,0,0,17,8,2,0,35,6,1,0,1,13,10,4,0
1405,1405,20000720,SFN,SDN,True,7,3,SFO03,Oracle Park,San Francisco,CA,33,3,1,0,1,25,1,2,0,35,5,1,0,2,17,6,4,0
1406,1406,20000720,ANA,TEX,False,6,1,ANA01,Angel Stadium of Anaheim,Anaheim,CA,34,6,1,0,0,22,3,2,0,40,6,2,0,1,21,4,5,1
1407,1407,20000720,BAL,BOS,True,7,11,BAL12,Oriole Park at Camden Yards,Baltimore,MD,46,10,4,1,2,15,13,1,0,42,8,2,0,1,20,7,4,0
1408,1408,20000720,BAL,BOS,False,9,4,BAL12,Oriole Park at Camden Yards,Baltimore,MD,41,3,0,0,1,19,9,7,2,44,11,1,0,2,18,5,7,0
1409,1409,20000720,CLE,KCA,False,6,10,CLE08,Progressive Field,Cleveland,OH,47,14,3,0,0,22,3,5,0,38,5,3,0,3,20,5,2,0
1410,1410,20000720,MIN,CHA,True,5,1,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,34,5,0,0,1,18,6,4,0,35,10,1,0,1,18,4,1,0
1411,1411,20000720,NYA,DET,True,3,5,NYC16,Yankee Stadium I,New York,NY,38,6,2,0,0,15,12,3,0,39,5,1,0,2,22,2,7,0
1412,1412,20000720,OAK,SEA,True,5,4,OAK01,Oakland-Alameda County Coliseum,Oakland,CA,37,5,3,0,1,22,2,4,0,35,2,2,0,1,18,5,6,1
1413,1413,20000720,TOR,TBA,False,6,5,TOR02,Rogers Centre,Toronto,ONT,40,4,2,0,1,21,5,5,2,34,5,2,0,3,22,0,2,0
1414,1414,20000721,ATL,NYN,False,6,3,ATL02,Turner Field,Atlanta,GA,35,7,0,0,0,20,6,2,0,33,5,1,0,1,16,9,1,0
1415,1415,20000721,CHN,MIL,True,4,2,CHI11,Wrigley Field,Chicago,IL,37,4,1,0,0,18,8,6,0,36,6,1,0,0,16,7,6,0
1416,1416,20000721,CIN,ARI,False,4,5,CIN08,Cinergy Field,Cincinnati,OH,45,9,2,2,1,22,5,4,0,39,9,2,0,0,19,6,3,0
1417,1417,20000721,COL,SDN,False,1,5,DEN02,Coors Field,Denver,CO,43,9,3,0,0,18,8,5,0,37,6,1,0,0,22,3,5,0
1418,1418,20000721,FLO,MON,False,3,7,MIA01,Sun Life Stadium,Miami,FL,42,4,3,0,2,17,9,7,0,44,8,0,0,0,18,11,7,0
1419,1419,20000721,HOU,SLN,False,1,12,HOU03,Minute Maid Park,Houston,TX,51,10,4,0,2,22,6,6,1,37,5,0,0,1,14,12,5,0
1420,1420,20000721,LAN,SFN,False,6,5,LOS03,Dodger Stadium,Los Angeles,CA,37,9,1,0,1,20,5,1,0,34,3,2,1,1,18,5,4,0
1421,1421,20000721,PIT,PHI,False,9,2,PIT07,Three Rivers Stadium,Pittsburgh,PA,36,3,0,0,1,22,5,4,1,39,6,4,0,1,17,7,3,1
1422,1422,20000721,BOS,CHA,False,5,8,BOS07,Fenway Park,Boston,MA,44,10,3,0,2,21,3,5,0,39,6,3,0,2,23,3,2,0
1423,1423,20000721,DET,KCA,False,0,4,DET05,Comerica Park,Detroit,MI,39,6,2,1,0,21,6,3,0,34,6,0,0,0,19,7,2,0
1424,1424,20000721,MIN,CLE,False,2,1,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,35,5,2,0,1,19,7,1,0,35,6,2,0,0,18,4,5,0
1425,1425,20000721,NYA,TBA,False,11,1,NYC16,Yankee Stadium I,New York,NY,40,9,0,0,1,24,3,3,0,44,13,3,0,1,15,7,4,1
1426,1426,20000721,OAK,ANA,False,3,12,OAK01,Oakland-Alameda County Coliseum,Oakland,CA,46,10,3,0,3,18,8,4,0,38,6,1,0,1,25,2,3,0
1427,1427,20000721,SEA,TEX,False,12,3,SEA03,Safeco Field,Seattle,WA,36,6,0,0,2,22,3,3,0,42,7,2,0,2,20,4,7,0
1428,1428,20000721,TOR,BAL,False,5,9,TOR02,Rogers Centre,Toronto,ONT,46,9,4,0,3,20,6,4,0,39,4,1,1,3,24,3,3,0
1429,1429,20000722,ATL,NYN,True,0,4,ATL02,Turner Field,Atlanta,GA,37,3,1,0,1,26,2,4,0,31,4,0,0,0,17,8,2,0
1430,1430,20000722,CHN,MIL,True,3,2,CHI11,Wrigley Field,Chicago,IL,55,7,2,0,1,24,15,5,1,49,6,0,0,1,30,8,4,0
1431,1431,20000722,CIN,ARI,True,7,3,CIN08,Cinergy Field,Cincinnati,OH,43,6,1,0,1,22,5,6,2,42,10,3,1,0,14,8,5,1
1432,1432,20000722,COL,SDN,False,9,4,DEN02,Coors Field,Denver,CO,43,7,3,0,1,21,4,6,1,44,13,2,0,1,22,3,3,0
1433,1433,20000722,FLO,MON,False,7,17,MIA01,Sun Life Stadium,Miami,FL,53,14,3,0,2,14,12,7,1,40,2,3,0,2,26,2,5,0
1434,1434,20000722,HOU,SLN,True,10,5,HOU03,Minute Maid Park,Houston,TX,35,3,2,0,1,17,10,2,0,44,12,3,0,2,17,5,2,3
1435,1435,20000722,LAN,SFN,True,2,5,LOS03,Dodger Stadium,Los Angeles,CA,32,2,1,0,3,16,9,1,0,32,4,0,0,1,18,7,2,0
1436,1436,20000722,PIT,PHI,False,2,1,PIT07,Three Rivers Stadium,Pittsburgh,PA,33,3,0,0,1,21,5,3,0,34,2,2,1,0,19,5,5,0
1437,1437,20000722,BOS,CHA,False,8,6,BOS07,Fenway Park,Boston,MA,38,7,3,0,0,18,8,2,0,39,7,1,2,1,15,9,4,0
1438,1438,20000722,DET,KCA,True,5,8,DET05,Comerica Park,Detroit,MI,44,9,2,0,0,23,4,5,1,42,7,1,1,0,20,6,7,0
1439,1439,20000722,DET,KCA,False,10,6,DET05,Comerica Park,Detroit,MI,36,6,2,0,0,18,8,2,0,43,10,3,0,1,18,5,6,0
1440,1440,20000722,MIN,CLE,False,10,6,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,43,7,1,0,2,17,8,7,1,41,14,4,0,0,15,5,3,0
1441,1441,20000722,NYA,TBA,True,4,12,NYC16,Yankee Stadium I,New York,NY,47,11,2,0,1,19,8,6,0,39,11,0,0,1,21,5,1,0
1442,1442,20000722,OAK,ANA,True,10,3,OAK01,Oakland-Alameda County Coliseum,Oakland,CA,38,3,1,0,1,16,10,6,1,45,14,2,0,2,19,4,4,0
1443,1443,20000722,SEA,TEX,False,13,5,SEA03,Safeco Field,Seattle,WA,36,7,1,0,1,24,3,0,0,45,7,4,0,3,20,4,5,2
1444,1444,20000722,TOR,BAL,True,2,8,TOR02,Rogers Centre,Toronto,ONT,42,8,5,0,0,21,5,1,2,36,6,1,0,2,23,3,1,0
1445,1445,20000723,ATL,NYN,True,1,0,ATL02,Turner Field,Atlanta,GA,33,2,2,0,0,20,7,2,0,34,5,2,0,0,21,2,4,0
1446,1446,20000723,CHN,MIL,True,5,4,CHI11,Wrigley Field,Chicago,IL,37,4,2,1,0,19,7,4,0,31,3,1,0,0,16,5,5,1
1447,1447,20000723,CIN,ARI,True,5,3,CIN08,Cinergy Field,Cincinnati,OH,38,6,2,0,1,19,6,4,0,35,6,2,0,2,18,5,2,0
1448,1448,20000723,COL,SDN,True,4,6,DEN02,Coors Field,Denver,CO,40,8,1,0,2,21,6,0,2,39,3,3,0,1,27,4,1,0
1449,1449,20000723,FLO,MON,True,6,7,MIA01,Sun Life Stadium,Miami,FL,48,13,2,0,2,21,7,3,0,41,8,3,0,0,17,9,4,0
1450,1450,20000723,HOU,SLN,True,15,7,HOU03,Minute Maid Park,Houston,TX,43,7,2,0,1,22,6,5,0,44,5,2,1,6,17,5,8,0
1451,1451,20000723,LAN,SFN,False,5,0,LOS03,Dodger Stadium,Los Angeles,CA,35,1,1,0,0,20,9,4,0,35,6,1,0,3,15,7,3,0
1452,1452,20000723,PIT,PHI,True,1,4,PIT07,Three Rivers Stadium,Pittsburgh,PA,33,4,1,0,2,20,6,0,0,32,3,0,0,0,20,6,3,0
1453,1453,20000723,BOS,CHA,True,1,0,BOS07,Fenway Park,Boston,MA,34,5,1,0,0,12,15,0,1,31,4,1,0,0,20,4,2,0
1454,1454,20000723,DET,KCA,True,12,9,DET05,Comerica Park,Detroit,MI,44,9,3,0,1,22,5,4,0,46,8,3,1,2,18,7,7,0
1455,1455,20000723,MIN,CLE,True,3,8,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,MN,39,7,2,1,2,15,9,3,0,38,6,0,0,1,14,11,5,1
1456,1456,20000723,NYA,TBA,True,5,1,NYC16,Yankee Stadium I,New York,NY,32,1,3,0,0,19,8,1,0,32,5,2,0,0,18,5,2,0
1457,1457,20000723,OAK,ANA,True,5,0,OAK01,Oakland-Alameda County Coliseum,Oakland,CA,35,4,2,0,0,20,6,2,1,38,9,0,0,2,17,6,4,0
1458,1458,20000723,SEA,TEX,True,2,3,SEA03,Safeco Field,Seattle,WA,43,8,1,0,0,26,2,5,1,36,6,2,0,0,25,1,2,0
1459,1459,20000723,TOR,BAL,True,4,1,TOR02,Rogers Centre,Toronto,ONT,36,5,0,0,0,19,8,4,0,32,3,4,0,1,16,7,1,0
1460,1460,20000724,CIN,HOU,False,5,7,CIN08,Cinergy Field,Cincinnati,OH,47,9,4,0,2,22,6,4,0,40,5,1,1,0,22,7,3,1
1461,1461,20000724,COL,LAN,False,1,4,DEN02,Coors Field,Denver,CO,43,6,3,1,1,14,10,7,1,33,3,0,1,1,21,5,1,1
1462,1462,20000724,SDN,SFN,False,0,3,SAN01,Qualcomm Stadium,San Diego,CA,34,5,1,0,0,20,4,4,0,34,4,1,1,0,18,9,1,0
