,game_date,home_team,away_team,is_day_game,venue,venue_name,city,distance_from_last_location_home_team,distance_from_last_location_away_team
23,20000404,SEA,BOS,False,SEA03,Safeco Field,Seattle,0.0,0.0
24,20000404,TEX,CHA,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,0.0
25,20000404,TOR,KCA,False,TOR02,Rogers Centre,Toronto,0.0,0.0
26,20000405,ARI,PHI,False,PHO01,Chase Field,Phoenix,0.0,0.0
27,20000405,ATL,COL,False,ATL02,Turner Field,Atlanta,0.0,0.0
28,20000405,CIN,MIL,False,CIN08,Cinergy Field,Cincinnati,0.0,0.0
29,20000405,FLO,SFN,False,MIA01,Sun Life Stadium,Miami,0.0,0.0
30,20000405,MON,LAN,False,MON02,Stade Olympique,Montreal,0.0,0.0
31,20000405,NYN,SDN,False,NYC17,Shea Stadium,New York,10870.832449398718,0.0
32,20000405,PIT,HOU,False,PIT07,Three Rivers Stadium,Pittsburgh,0.0,0.0
33,20000405,SLN,CHN,False,STL09,Busch Stadium II,St. Louis,0.0,10311.699417712545
34,20000405,ANA,NYA,False,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,0.0
35,20000405,BAL,CLE,False,BAL12,Oriole Park at Camden Yards,Baltimore,0.0,0.0
36,20000405,MIN,TBA,False,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,0.0,0.0
37,20000405,OAK,DET,True,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,0.0
38,20000405,SEA,BOS,False,SEA03,Safeco Field,Seattle,0.0,0.0
39,20000405,TEX,CHA,True,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,0.0
40,20000405,TOR,KCA,False,TOR02,Rogers Centre,Toronto,0.0,0.0
41,20000406,ARI,PHI,False,PHO01,Chase Field,Phoenix,0.0,0.0
42,20000406,CIN,MIL,False,CIN08,Cinergy Field,Cincinnati,0.0,0.0
43,20000406,FLO,SFN,True,MIA01,Sun Life Stadium,Miami,0.0,0.0
44,20000406,MON,LAN,False,MON02,Stade Olympique,Montreal,0.0,0.0
45,20000406,NYN,SDN,False,NYC17,Shea Stadium,New York,10870.832449398718,0.0
46,20000406,PIT,HOU,True,PIT07,Three Rivers Stadium,Pittsburgh,0.0,0.0
47,20000406,SLN,CHN,True,STL09,Busch Stadium II,St. Louis,0.0,10311.699417712545
48,20000406,BAL,CLE,False,BAL12,Oriole Park at Camden Yards,Baltimore,0.0,0.0
49,20000406,MIN,TBA,True,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,0.0,0.0
50,20000406,SEA,BOS,False,SEA03,Safeco Field,Seattle,0.0,0.0
51,20000406,TEX,CHA,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,0.0
52,20000406,TOR,KCA,True,TOR02,Rogers Centre,Toronto,0.0,0.0
53,20000407,ARI,PIT,False,PHO01,Chase Field,Phoenix,0.0,2943.488746966535
54,20000407,ATL,SFN,False,ATL02,Turner Field,Atlanta,0.0,972.4494372160073
55,20000407,CIN,CHN,False,CIN08,Cinergy Field,Cincinnati,0.0,10563.038897749668
56,20000407,FLO,COL,False,MIA01,Sun Life Stadium,Miami,0.0,972.4494372160073
57,20000407,HOU,PHI,False,HOU03,Minute Maid Park,Houston,1830.9507633957282,1635.2565051761562
58,20000407,MON,SDN,False,MON02,Stade Olympique,Montreal,0.0,533.3756123743032
59,20000407,NYN,LAN,False,NYC17,Shea Stadium,New York,10870.832449398718,533.3756123743032
60,20000407,SLN,MIL,False,STL09,Busch Stadium II,St. Louis,0.0,495.5592054504111
61,20000407,ANA,BOS,False,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,1573.258911092884
62,20000407,BAL,DET,False,BAL12,Oriole Park at Camden Yards,Baltimore,0.0,3941.189395311595
63,20000407,KCA,MIN,True,KAN06,Kauffman Stadium,Kansas City,1365.4101499105916,661.7636302695871
64,20000407,OAK,CHA,False,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,2349.8221185767593
65,20000407,SEA,NYA,False,SEA03,Safeco Field,Seattle,0.0,1573.258911092884
66,20000407,TBA,CLE,False,STP01,Tropicana Field,St. Petersburg,7290.366266978277,7149.567186517731
67,20000407,TEX,TOR,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,1962.346778824636
68,20000408,ARI,PIT,True,PHO01,Chase Field,Phoenix,0.0,2943.488746966535
69,20000408,ATL,SFN,False,ATL02,Turner Field,Atlanta,0.0,972.4494372160073
