,game_date,home_team,away_team,is_day_game,venue,venue_name,city,distance_from_last_location_home_team,distance_from_last_location_away_team
563,20000516,NYN,COL,False,NYC17,Shea Stadium,New York,10870.832449398718,1201.1574660257609
564,20000516,PHI,SLN,False,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,1303.182115517947
565,20000516,ANA,BAL,False,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,3713.824667460991
566,20000516,CLE,DET,False,CLE08,Progressive Field,Cleveland,496.24153962192827,3474.5850359737688
567,20000516,NYA,CHA,False,NYC16,Yankee Stadium I,New York,3926.295550369479,2236.777011410713
568,20000516,OAK,KCA,True,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,3639.2913103128753
569,20000516,SEA,MIN,False,SEA03,Safeco Field,Seattle,0.0,2245.1635914971234
570,20000516,TEX,TBA,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,1398.8578169230404
571,20000516,TOR,BOS,False,TOR02,Rogers Centre,Toronto,0.0,3334.1735367384895
572,20000517,ATL,SFN,False,ATL02,Turner Field,Atlanta,0.0,972.4494372160073
573,20000517,CHN,LAN,True,CHI11,Wrigley Field,Chicago,10159.00877586389,1200.7303559601567
574,20000517,CIN,PIT,False,CIN08,Cinergy Field,Cincinnati,0.0,414.99520785227077
575,20000517,FLO,SDN,False,MIA01,Sun Life Stadium,Miami,0.0,1753.0763004355238
576,20000517,MON,ARI,False,MON02,Stade Olympique,Montreal,0.0,3531.7847031393576
577,20000517,NYN,COL,False,NYC17,Shea Stadium,New York,10870.832449398718,1201.1574660257609
578,20000517,PHI,SLN,False,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,1303.182115517947
579,20000517,ANA,BAL,False,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,3713.824667460991
580,20000517,CLE,DET,False,CLE08,Progressive Field,Cleveland,496.24153962192827,3474.5850359737688
581,20000517,NYA,CHA,False,NYC16,Yankee Stadium I,New York,3926.295550369479,2236.777011410713
582,20000517,OAK,KCA,True,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,3639.2913103128753
583,20000517,SEA,MIN,False,SEA03,Safeco Field,Seattle,0.0,2245.1635914971234
584,20000517,TEX,TBA,True,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,1398.8578169230404
585,20000517,TOR,BOS,False,TOR02,Rogers Centre,Toronto,0.0,3334.1735367384895
586,20000518,ATL,SFN,True,ATL02,Turner Field,Atlanta,0.0,972.4494372160073
587,20000518,CIN,PIT,True,CIN08,Cinergy Field,Cincinnati,0.0,414.99520785227077
588,20000518,FLO,SDN,False,MIA01,Sun Life Stadium,Miami,0.0,1753.0763004355238
589,20000518,MON,ARI,False,MON02,Stade Olympique,Montreal,0.0,3531.7847031393576
590,20000518,PHI,SLN,False,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,1303.182115517947
591,20000518,OAK,MIN,False,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,2537.4425377612374
592,20000518,TEX,BAL,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,1980.102843370817
593,20000519,ATL,SDN,False,ATL02,Turner Field,Atlanta,0.0,1201.1574660257609
594,20000519,CHN,CIN,True,CHI11,Wrigley Field,Chicago,10159.00877586389,405.5294155055259
595,20000519,FLO,LAN,False,MIA01,Sun Life Stadium,Miami,0.0,2267.734906776103
596,20000519,MIL,SFN,False,MIL05,County Stadium,Milwaukee,522.3574047614876,2040.0795026569813
597,20000519,MON,HOU,False,MON02,Stade Olympique,Montreal,0.0,767.9248983675883
598,20000519,NYN,ARI,False,NYC17,Shea Stadium,New York,10870.832449398718,3450.9483903126825
599,20000519,PHI,COL,False,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,1071.8284253498955
600,20000519,PIT,SLN,False,PIT07,Three Rivers Stadium,Pittsburgh,0.0,899.2319813553898
601,20000519,ANA,KCA,False,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,3486.7220172564316
602,20000519,BOS,DET,False,BOS07,Fenway Park,Boston,4010.9713255337056,4330.993319347035
603,20000519,CLE,NYA,False,CLE08,Progressive Field,Cleveland,496.24153962192827,3280.610632544294
604,20000519,OAK,MIN,False,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,2537.4425377612374
605,20000519,SEA,TBA,False,SEA03,Safeco Field,Seattle,0.0,2245.1635914971234
606,20000519,TOR,CHA,False,TOR02,Rogers Centre,Toronto,0.0,1962.346778824636
607,20000520,ATL,SDN,False,ATL02,Turner Field,Atlanta,0.0,1201.1574660257609
608,20000520,CHN,CIN,True,CHI11,Wrigley Field,Chicago,10159.00877586389,405.5294155055259
609,20000520,FLO,LAN,False,MIA01,Sun Life Stadium,Miami,0.0,2267.734906776103
610,20000520,MIL,SFN,False,MIL05,County Stadium,Milwaukee,522.3574047614876,2040.0795026569813
611,20000520,MON,HOU,False,MON02,Stade Olympique,Montreal,0.0,767.9248983675883
612,20000520,NYN,ARI,True,NYC17,Shea Stadium,New York,10870.832449398718,3450.9483903126825
613,20000520,PHI,COL,False,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,1071.8284253498955
614,20000520,PIT,SLN,False,PIT07,Three Rivers Stadium,Pittsburgh,0.0,899.2319813553898
615,20000520,ANA,KCA,False,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,3486.7220172564316
616,20000520,BOS,DET,True,BOS07,Fenway Park,Boston,4010.9713255337056,4330.993319347035
617,20000520,CLE,NYA,True,CLE08,Progressive Field,Cleveland,496.24153962192827,3280.610632544294
618,20000520,OAK,MIN,True,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,2537.4425377612374
619,20000520,SEA,TBA,True,SEA03,Safeco Field,Seattle,0.0,2245.1635914971234
620,20000520,TEX,BAL,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,1980.102843370817
621,20000520,TOR,CHA,True,TOR02,Rogers Centre,Toronto,0.0,1962.346778824636
622,20000521,ATL,SDN,True,ATL02,Turner Field,Atlanta,0.0,1201.1574660257609
623,20000521,CHN,CIN,True,CHI11,Wrigley Field,Chicago,10159.00877586389,405.5294155055259
624,20000521,FLO,LAN,True,MIA01,Sun Life Stadium,Miami,0.0,2267.734906776103
625,20000521,MIL,SFN,True,MIL05,County Stadium,Milwaukee,522.3574047614876,2040.0795026569813
626,20000521,MON,HOU,True,MON02,Stade Olympique,Montreal,0.0,767.9248983675883
627,20000521,NYN,ARI,True,NYC17,Shea Stadium,New York,10870.832449398718,3450.9483903126825
628,20000521,PHI,COL,True,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,1071.8284253498955
629,20000521,PIT,SLN,True,PIT07,Three Rivers Stadium,Pittsburgh,0.0,899.2319813553898
630,20000521,ANA,KCA,True,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,3486.7220172564316
631,20000521,BOS,DET,True,BOS07,Fenway Park,Boston,4010.9713255337056,4330.993319347035
632,20000521,CLE,NYA,True,CLE08,Progressive Field,Cleveland,496.24153962192827,3280.610632544294
633,20000521,OAK,MIN,True,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,2537.4425377612374
634,20000521,SEA,TBA,True,SEA03,Safeco Field,Seattle,0.0,2245.1635914971234
635,20000521,TEX,BAL,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,1980.102843370817
636,20000521,TOR,CHA,True,TOR02,Rogers Centre,Toronto,0.0,1962.346778824636
637,20000522,LAN,CIN,False,LOS03,Dodger Stadium,Los Angeles,3974.8856076394213,3052.3320812157895
638,20000522,MIL,HOU,True,MIL05,County Stadium,Milwaukee,522.3574047614876,719.6245108451392
639,20000522,MIL,HOU,False,MIL05,County Stadium,Milwaukee,522.3574047614876,719.6245108451392
640,20000522,SDN,NYN,False,SAN01,Qualcomm Stadium,San Diego,3915.39807350928,8998.53354340706
641,20000522,TOR,CHA,True,TOR02,Rogers Centre,Toronto,0.0,1962.346778824636
642,20000523,ARI,PIT,False,PHO01,Chase Field,Phoenix,0.0,2943.488746966535
643,20000523,COL,CHN,False,DEN02,Coors Field,Denver,1950.2528819683787,9349.52862043619
644,20000523,HOU,PHI,False,HOU03,Minute Maid Park,Houston,1830.9507633957282,1635.2565051761562
645,20000523,LAN,CIN,False,LOS03,Dodger Stadium,Los Angeles,3974.8856076394213,3052.3320812157895
646,20000523,MIL,ATL,False,MIL05,County Stadium,Milwaukee,522.3574047614876,1075.7017562557248
647,20000523,SDN,NYN,True,SAN01,Qualcomm Stadium,San Diego,3915.39807350928,8998.53354340706
648,20000523,SFN,MON,False,SFO03,Oracle Park,San Francisco,4175.4954817182615,4093.804290596401
649,20000523,SLN,FLO,False,STL09,Busch Stadium II,St. Louis,0.0,1706.2963552807519
650,20000523,BAL,SEA,False,BAL12,Oriole Park at Camden Yards,Baltimore,0.0,3756.165388391585
651,20000523,BOS,TOR,False,BOS07,Fenway Park,Boston,4010.9713255337056,693.4793147463248
652,20000523,CHA,NYA,False,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,1315.6827805633404,2793.736054665992
653,20000523,DET,CLE,False,DET05,Comerica Park,Detroit,3353.596216190899,639.1710360761112
654,20000523,KCA,TEX,False,KAN06,Kauffman Stadium,Kansas City,1365.4101499105916,742.0717119167393
655,20000523,MIN,ANA,False,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,0.0,2442.3606921895343
656,20000523,TBA,OAK,False,STP01,Tropicana Field,St. Petersburg,7290.366266978277,8877.90062236838
657,20000524,ARI,PIT,False,PHO01,Chase Field,Phoenix,0.0,2943.488746966535
658,20000524,COL,CHN,False,DEN02,Coors Field,Denver,1950.2528819683787,9349.52862043619
659,20000524,HOU,PHI,False,HOU03,Minute Maid Park,Houston,1830.9507633957282,1635.2565051761562
660,20000524,LAN,CIN,False,LOS03,Dodger Stadium,Los Angeles,3974.8856076394213,3052.3320812157895
661,20000524,MIL,ATL,False,MIL05,County Stadium,Milwaukee,522.3574047614876,1075.7017562557248
662,20000524,SDN,NYN,False,SAN01,Qualcomm Stadium,San Diego,3915.39807350928,8998.53354340706
663,20000524,SFN,MON,False,SFO03,Oracle Park,San Francisco,4175.4954817182615,4093.804290596401
664,20000524,SLN,FLO,False,STL09,Busch Stadium II,St. Louis,0.0,1706.2963552807519
665,20000524,BAL,SEA,False,BAL12,Oriole Park at Camden Yards,Baltimore,0.0,3756.165388391585
666,20000524,BOS,TOR,False,BOS07,Fenway Park,Boston,4010.9713255337056,693.4793147463248
667,20000524,CHA,NYA,False,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,1315.6827805633404,2793.736054665992
668,20000524,DET,CLE,False,DET05,Comerica Park,Detroit,3353.596216190899,639.1710360761112
669,20000524,KCA,TEX,False,KAN06,Kauffman Stadium,Kansas City,1365.4101499105916,742.0717119167393
670,20000524,MIN,ANA,False,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,0.0,2442.3606921895343
671,20000524,TBA,OAK,False,STP01,Tropicana Field,St. Petersburg,7290.366266978277,8877.90062236838
672,20000525,ARI,PIT,False,PHO01,Chase Field,Phoenix,0.0,2943.488746966535
673,20000525,COL,CHN,True,DEN02,Coors Field,Denver,1950.2528819683787,9349.52862043619
674,20000525,HOU,PHI,False,HOU03,Minute Maid Park,Houston,1830.9507633957282,1635.2565051761562
675,20000525,MIL,ATL,True,MIL05,County Stadium,Milwaukee,522.3574047614876,1075.7017562557248
676,20000525,SFN,MON,True,SFO03,Oracle Park,San Francisco,4175.4954817182615,4093.804290596401
677,20000525,SLN,FLO,True,STL09,Busch Stadium II,St. Louis,0.0,1706.2963552807519
678,20000525,BAL,SEA,False,BAL12,Oriole Park at Camden Yards,Baltimore,0.0,3756.165388391585
679,20000525,BOS,TOR,False,BOS07,Fenway Park,Boston,4010.9713255337056,693.4793147463248
680,20000525,CHA,NYA,False,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,1315.6827805633404,2793.736054665992
681,20000525,DET,CLE,False,DET05,Comerica Park,Detroit,3353.596216190899,639.1710360761112
682,20000525,KCA,TEX,False,KAN06,Kauffman Stadium,Kansas City,1365.4101499105916,742.0717119167393
683,20000525,MIN,ANA,True,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,0.0,2442.3606921895343
684,20000525,TBA,OAK,False,STP01,Tropicana Field,St. Petersburg,7290.366266978277,8877.90062236838
685,20000526,ARI,MIL,False,PHO01,Chase Field,Phoenix,0.0,2543.8372888924696
686,20000526,CIN,FLO,False,CIN08,Cinergy Field,Cincinnati,0.0,1532.1956817089242
687,20000526,COL,PIT,False,DEN02,Coors Field,Denver,1950.2528819683787,2125.888569544526
688,20000526,HOU,ATL,False,HOU03,Minute Maid Park,Houston,1830.9507633957282,1129.4213237241258
689,20000526,LAN,PHI,False,LOS03,Dodger Stadium,Los Angeles,3974.8856076394213,575.3824785733822
690,20000526,SDN,MON,False,SAN01,Qualcomm Stadium,San Diego,3915.39807350928,3971.6000317897933
691,20000526,SFN,CHN,False,SFO03,Oracle Park,San Francisco,4175.4954817182615,8284.53108147774
692,20000526,SLN,NYN,False,STL09,Busch Stadium II,St. Louis,0.0,10311.699417712545
693,20000526,BAL,OAK,False,BAL12,Oriole Park at Camden Yards,Baltimore,0.0,3941.189395311595
694,20000526,CHA,CLE,False,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,1315.6827805633404,974.7987348037739
695,20000526,DET,TOR,False,DET05,Comerica Park,Detroit,3353.596216190899,332.8036156009211
696,20000526,KCA,ANA,False,KAN06,Kauffman Stadium,Kansas City,1365.4101499105916,2164.5957432887058
697,20000526,MIN,TEX,False,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,0.0,1398.8578169230404
698,20000526,NYA,BOS,False,NYC16,Yankee Stadium I,New York,3926.295550369479,3875.494807273756
699,20000526,TBA,SEA,False,STP01,Tropicana Field,St. Petersburg,7290.366266978277,7822.324363042682
700,20000527,ARI,MIL,True,PHO01,Chase Field,Phoenix,0.0,2543.8372888924696
701,20000527,CIN,FLO,False,CIN08,Cinergy Field,Cincinnati,0.0,1532.1956817089242
702,20000527,COL,PIT,True,DEN02,Coors Field,Denver,1950.2528819683787,2125.888569544526
703,20000527,HOU,ATL,True,HOU03,Minute Maid Park,Houston,1830.9507633957282,1129.4213237241258
704,20000527,LAN,PHI,False,LOS03,Dodger Stadium,Los Angeles,3974.8856076394213,575.3824785733822
705,20000527,SDN,MON,False,SAN01,Qualcomm Stadium,San Diego,3915.39807350928,3971.6000317897933
706,20000527,SFN,CHN,True,SFO03,Oracle Park,San Francisco,4175.4954817182615,8284.53108147774
707,20000527,SLN,NYN,False,STL09,Busch Stadium II,St. Louis,0.0,10311.699417712545
708,20000527,BAL,OAK,False,BAL12,Oriole Park at Camden Yards,Baltimore,0.0,3941.189395311595
709,20000527,CHA,CLE,False,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,1315.6827805633404,974.7987348037739
710,20000527,DET,TOR,False,DET05,Comerica Park,Detroit,3353.596216190899,332.8036156009211
711,20000527,KCA,ANA,False,KAN06,Kauffman Stadium,Kansas City,1365.4101499105916,2164.5957432887058
712,20000527,MIN,TEX,False,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,0.0,1398.8578169230404
713,20000527,NYA,BOS,True,NYC16,Yankee Stadium I,New York,3926.295550369479,3875.494807273756
714,20000527,TBA,SEA,True,STP01,Tropicana Field,St. Petersburg,7290.366266978277,7822.324363042682
715,20000528,ARI,MIL,True,PHO01,Chase Field,Phoenix,0.0,2543.8372888924696
716,20000528,CIN,FLO,True,CIN08,Cinergy Field,Cincinnati,0.0,1532.1956817089242
717,20000528,COL,PIT,True,DEN02,Coors Field,Denver,1950.2528819683787,2125.888569544526
718,20000528,HOU,ATL,True,HOU03,Minute Maid Park,Houston,1830.9507633957282,1129.4213237241258
719,20000528,LAN,PHI,True,LOS03,Dodger Stadium,Los Angeles,3974.8856076394213,575.3824785733822
720,20000528,SDN,MON,True,SAN01,Qualcomm Stadium,San Diego,3915.39807350928,3971.6000317897933
721,20000528,SFN,CHN,True,SFO03,Oracle Park,San Francisco,4175.4954817182615,8284.53108147774
722,20000528,SLN,NYN,True,STL09,Busch Stadium II,St. Louis,0.0,10311.699417712545
723,20000528,CHA,CLE,True,CHI12,Guaranteed Rate Field;U.S. Cellular Field,Chicago,1315.6827805633404,974.7987348037739
724,20000528,DET,TOR,True,DET05,Comerica Park,Detroit,3353.596216190899,332.8036156009211
725,20000528,KCA,ANA,True,KAN06,Kauffman Stadium,Kansas City,1365.4101499105916,2164.5957432887058
726,20000528,MIN,TEX,True,MIN03,Hubert H. Humphrey Metrodome,Minneapolis,0.0,1398.8578169230404
727,20000528,NYA,BOS,False,NYC16,Yankee Stadium I,New York,3926.295550369479,3875.494807273756
728,20000528,TBA,SEA,True,STP01,Tropicana Field,St. Petersburg,7290.366266978277,7822.324363042682
729,20000529,ARI,SLN,True,PHO01,Chase Field,Phoenix,0.0,2048.454010383616
730,20000529,CHN,ATL,True,CHI11,Wrigley Field,Chicago,10159.00877586389,945.6790244705923
731,20000529,COL,HOU,True,DEN02,Coors Field,Denver,1950.2528819683787,2125.888569544526
732,20000529,LAN,NYN,True,LOS03,Dodger Stadium,Los Angeles,3974.8856076394213,8829.713628509162
733,20000529,PIT,FLO,False,PIT07,Three Rivers Stadium,Pittsburgh,0.0,1626.8677705316793
734,20000529,SDN,MIL,False,SAN01,Qualcomm Stadium,San Diego,3915.39807350928,3013.707477296857
735,20000529,SFN,PHI,True,SFO03,Oracle Park,San Francisco,4175.4954817182615,1052.42576183561
736,20000529,CLE,ANA,True,CLE08,Progressive Field,Cleveland,496.24153962192827,3280.610632544294
737,20000529,DET,TEX,False,DET05,Comerica Park,Detroit,3353.596216190899,1632.731820083063
738,20000529,NYA,OAK,True,NYC16,Yankee Stadium I,New York,3926.295550369479,4125.771095207903
739,20000529,SEA,CHA,False,SEA03,Safeco Field,Seattle,0.0,2688.6517471925995
740,20000529,TBA,BAL,True,STP01,Tropicana Field,St. Petersburg,7290.366266978277,7149.567186517731
741,20000530,ARI,SLN,False,PHO01,Chase Field,Phoenix,0.0,2048.454010383616
742,20000530,CHN,ATL,False,CHI11,Wrigley Field,Chicago,10159.00877586389,945.6790244705923
743,20000530,CIN,MON,False,CIN08,Cinergy Field,Cincinnati,0.0,1147.0541058560368
744,20000530,COL,HOU,False,DEN02,Coors Field,Denver,1950.2528819683787,2125.888569544526
745,20000530,LAN,NYN,False,LOS03,Dodger Stadium,Los Angeles,3974.8856076394213,8829.713628509162
746,20000530,PIT,FLO,False,PIT07,Three Rivers Stadium,Pittsburgh,0.0,1626.8677705316793
747,20000530,SDN,MIL,False,SAN01,Qualcomm Stadium,San Diego,3915.39807350928,3013.707477296857
748,20000530,SFN,PHI,False,SFO03,Oracle Park,San Francisco,4175.4954817182615,1052.42576183561
749,20000530,BOS,KCA,False,BOS07,Fenway Park,Boston,4010.9713255337056,693.4793147463248
750,20000530,CLE,ANA,False,CLE08,Progressive Field,Cleveland,496.24153962192827,3280.610632544294
751,20000530,DET,TEX,False,DET05,Comerica Park,Detroit,3353.596216190899,1632.731820083063
752,20000530,NYA,OAK,False,NYC16,Yankee Stadium I,New York,3926.295550369479,4125.771095207903
753,20000530,SEA,CHA,False,SEA03,Safeco Field,Seattle,0.0,2688.6517471925995
754,20000530,TBA,BAL,False,STP01,Tropicana Field,St. Petersburg,7290.366266978277,7149.567186517731
755,20000530,TOR,MIN,False,TOR02,Rogers Centre,Toronto,0.0,1115.7884411086127
756,20000531,ARI,SLN,False,PHO01,Chase Field,Phoenix,0.0,2048.454010383616
757,20000531,CIN,MON,False,CIN08,Cinergy Field,Cincinnati,0.0,1147.0541058560368
758,20000531,COL,HOU,False,DEN02,Coors Field,Denver,1950.2528819683787,2125.888569544526
759,20000531,LAN,NYN,False,LOS03,Dodger Stadium,Los Angeles,3974.8856076394213,8829.713628509162
760,20000531,PIT,FLO,False,PIT07,Three Rivers Stadium,Pittsburgh,0.0,1626.8677705316793
761,20000531,SDN,MIL,False,SAN01,Qualcomm Stadium,San Diego,3915.39807350928,3013.707477296857
762,20000531,SFN,PHI,False,SFO03,Oracle Park,San Francisco,4175.4954817182615,1052.42576183561
763,20000531,BOS,KCA,False,BOS07,Fenway Park,Boston,4010.9713255337056,693.4793147463248
764,20000531,CLE,ANA,False,CLE08,Progressive Field,Cleveland,496.24153962192827,3280.610632544294
765,20000531,DET,TEX,False,DET05,Comerica Park,Detroit,3353.596216190899,1632.731820083063
766,20000531,NYA,OAK,False,NYC16,Yankee Stadium I,New York,3926.295550369479,4125.771095207903
767,20000531,SEA,CHA,True,SEA03,Safeco Field,Seattle,0.0,2688.6517471925995
768,20000531,TBA,BAL,False,STP01,Tropicana Field,St. Petersburg,7290.366266978277,7149.567186517731
769,20000531,TOR,MIN,False,TOR02,Rogers Centre,Toronto,0.0,1115.7884411086127
770,20000601,ARI,SLN,False,PHO01,Chase Field,Phoenix,0.0,2048.454010383616
771,20000601,CHN,ATL,True,CHI11,Wrigley Field,Chicago,10159.00877586389,945.6790244705923
772,20000601,CIN,MON,False,CIN08,Cinergy Field,Cincinnati,0.0,1147.0541058560368
773,20000601,BOS,KCA,False,BOS07,Fenway Park,Boston,4010.9713255337056,693.4793147463248
774,20000601,TBA,BAL,False,STP01,Tropicana Field,St. Petersburg,7290.366266978277,7149.567186517731
775,20000601,TOR,MIN,True,TOR02,Rogers Centre,Toronto,0.0,1115.7884411086127
776,20000602,ATL,NYA,False,ATL02,Turner Field,Atlanta,0.0,3090.4111210356864
777,20000602,CHN,DET,True,CHI11,Wrigley Field,Chicago,10159.00877586389,2979.1608164587815
778,20000602,CIN,MIN,False,CIN08,Cinergy Field,Cincinnati,0.0,974.2536092271823
779,20000602,FLO,TOR,False,MIA01,Sun Life Stadium,Miami,0.0,1984.863769090737
780,20000602,HOU,CHA,False,HOU03,Minute Maid Park,Houston,1830.9507633957282,369.27131612542723
781,20000602,MIL,COL,False,MIL05,County Stadium,Milwaukee,522.3574047614876,1075.7017562557248
782,20000602,MON,BAL,False,MON02,Stade Olympique,Montreal,0.0,733.9346289394787
783,20000602,NYN,TBA,False,NYC17,Shea Stadium,New York,10870.832449398718,1639.5596537580507
784,20000602,PHI,BOS,False,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,3828.9753079823013
785,20000602,PIT,KCA,False,PIT07,Three Rivers Stadium,Pittsburgh,0.0,360.2559435338687
786,20000602,SLN,CLE,False,STL09,Busch Stadium II,St. Louis,0.0,1178.2677667023997
787,20000602,ANA,LAN,False,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,3962.0625938799703
788,20000602,OAK,SFN,False,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,4162.785216595722
789,20000602,SEA,SDN,False,SEA03,Safeco Field,Seattle,0.0,3875.494807273756
790,20000602,TEX,ARI,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,1398.2893664891412
791,20000603,ATL,NYA,True,ATL02,Turner Field,Atlanta,0.0,3090.4111210356864
792,20000603,CHN,DET,True,CHI11,Wrigley Field,Chicago,10159.00877586389,2979.1608164587815
793,20000603,CIN,MIN,False,CIN08,Cinergy Field,Cincinnati,0.0,974.2536092271823
794,20000603,FLO,TOR,False,MIA01,Sun Life Stadium,Miami,0.0,1984.863769090737
795,20000603,HOU,CHA,True,HOU03,Minute Maid Park,Houston,1830.9507633957282,369.27131612542723
796,20000603,MIL,COL,False,MIL05,County Stadium,Milwaukee,522.3574047614876,1075.7017562557248
797,20000603,MON,BAL,False,MON02,Stade Olympique,Montreal,0.0,733.9346289394787
798,20000603,NYN,TBA,False,NYC17,Shea Stadium,New York,10870.832449398718,1639.5596537580507
799,20000603,PHI,BOS,False,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,3828.9753079823013
800,20000603,PIT,KCA,False,PIT07,Three Rivers Stadium,Pittsburgh,0.0,360.2559435338687
801,20000603,SLN,CLE,False,STL09,Busch Stadium II,St. Louis,0.0,1178.2677667023997
802,20000603,ANA,LAN,True,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,3962.0625938799703
803,20000603,OAK,SFN,True,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,4162.785216595722
804,20000603,SEA,SDN,False,SEA03,Safeco Field,Seattle,0.0,3875.494807273756
805,20000603,TEX,ARI,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,1398.2893664891412
806,20000604,ATL,NYA,True,ATL02,Turner Field,Atlanta,0.0,3090.4111210356864
807,20000604,CHN,DET,True,CHI11,Wrigley Field,Chicago,10159.00877586389,2979.1608164587815
808,20000604,CIN,MIN,True,CIN08,Cinergy Field,Cincinnati,0.0,974.2536092271823
809,20000604,FLO,TOR,True,MIA01,Sun Life Stadium,Miami,0.0,1984.863769090737
810,20000604,HOU,CHA,True,HOU03,Minute Maid Park,Houston,1830.9507633957282,369.27131612542723
811,20000604,MIL,COL,True,MIL05,County Stadium,Milwaukee,522.3574047614876,1075.7017562557248
812,20000604,MON,BAL,True,MON02,Stade Olympique,Montreal,0.0,733.9346289394787
813,20000604,NYN,TBA,True,NYC17,Shea Stadium,New York,10870.832449398718,1639.5596537580507
814,20000604,PHI,BOS,True,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,3828.9753079823013
815,20000604,PIT,KCA,True,PIT07,Three Rivers Stadium,Pittsburgh,0.0,360.2559435338687
816,20000604,SLN,CLE,True,STL09,Busch Stadium II,St. Louis,0.0,1178.2677667023997
817,20000604,ANA,LAN,True,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,3962.0625938799703
818,20000604,OAK,SFN,True,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,4162.785216595722
819,20000604,SEA,SDN,True,SEA03,Safeco Field,Seattle,0.0,3875.494807273756
820,20000604,TEX,ARI,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,1398.2893664891412
821,20000605,ATL,TOR,False,ATL02,Turner Field,Atlanta,0.0,1182.0020721300505
822,20000605,CHN,ARI,False,CHI11,Wrigley Field,Chicago,10159.00877586389,2340.6634690553337
823,20000605,CIN,CHA,False,CIN08,Cinergy Field,Cincinnati,0.0,1336.3729217274802
824,20000605,FLO,BOS,False,MIA01,Sun Life Stadium,Miami,0.0,4399.147388763338
825,20000605,HOU,MIN,False,HOU03,Minute Maid Park,Houston,1830.9507633957282,1699.0980635951648
826,20000605,MIL,CLE,False,MIL05,County Stadium,Milwaukee,522.3574047614876,1035.310840468307
827,20000605,MON,NYA,False,MON02,Stade Olympique,Montreal,0.0,3962.0625938799703
828,20000605,NYN,BAL,False,NYC17,Shea Stadium,New York,10870.832449398718,272.73605892878385
829,20000605,PHI,TBA,False,PHI12,Veterans Stadium,Philadelphia,3351.29798207518,1585.7445695464446
830,20000605,PIT,DET,False,PIT07,Three Rivers Stadium,Pittsburgh,0.0,3633.1120988016346
831,20000605,SLN,KCA,False,STL09,Busch Stadium II,St. Louis,0.0,1063.915851017037
832,20000605,ANA,SFN,False,ANA01,Angel Stadium of Anaheim,Anaheim,0.0,3732.091200236174
833,20000605,OAK,SDN,False,OAK01,Oakland-Alameda County Coliseum,Oakland,0.0,4125.771095207903
834,20000605,SEA,COL,False,SEA03,Safeco Field,Seattle,0.0,3511.5919091494366
835,20000605,TEX,LAN,False,ARL02,Rangers Ballpark in Arlington,Arlington,0.0,2465.2994903386207
836,20000606,ATL,TOR,False,ATL02,Turner Field,Atlanta,0.0,1182.0020721300505
837,20000606,CHN,ARI,False,CHI11,Wrigley Field,Chicago,10159.00877586389,2340.6634690553337
838,20000606,CIN,CHA,False,CIN08,Cinergy Field,Cincinnati,0.0,1336.3729217274802
